customer_id,fraud_amount
577,358054.25
1416,520550.4395
752,536793.3438
1244,24719.37012
1908,46650.62891
85,18161.59961
603,365512.5664
62,88217.3125
775,441075.4883
554,487378.6855
1267,400665.1543
13,132958.3613
677,18498.25
726,215902.5859
136,536341.1719
1857,136957.8594
1218,261132.1875
540,1367497.266
1038,241137.356
1287,245414.5192
1536,778928.9285
291,293398.8203
789,12561.67969
895,126970.2988
932,235410.0151
385,61053.51172
1430,177626.5469
1928,131250.8711
434,60757.4187
1087,248478.2266
1324,598671.1083
1665,8129.830078
1914,746910.8804
254,34412.28906
1075,8166.410156
5,142847.3281
1679,290822.0469
1273,239536.428
1728,101590.4911
56,145330.6094
683,1655.880005
646,148601.625
597,55143.62842
732,56312.48047
1622,178807.9424
1865,438966.1563
1628,348959.1719
448,617811.8164
1373,8815.69043
981,49575.83008
1479,26883.19971
1522,228964
1971,529937.3594
1473,316053.3481
348,390126.1572
740,148288.297
1081,11446.0498
1822,58274.29907
491,109034.5313
1330,52490.271
1181,87163.87598
1771,82001.44727
99,145362.9121
148,10133.83008
1230,58532.75
689,65240.39844
878,119523.0703
1281,78114.09045
546,115841.1191
1613,75710.87695
1874,78900.5625
1210,32557.19043
1233,291380.5518
1897,120492.4492
262,63666.92969
594,42299.77148
1565,45650.22949
1496,523524.3086
500,225000.0938
832,205701.9023
1164,123352.2188
1828,232174.3213
168,777.5800171
855,208675.0781
523,97459.82031
1519,290349.1875
191,38889.21094
1187,539572.75
1851,80839.07813
377,261089.7705
454,6874.990234
116,132448.3125
1711,189039.3125
1118,381372.9688
1705,325139.9409
1782,192455.457
1018,187133.6277
1141,62770.86816
1688,603333.4521
1024,28290.34009
1682,13423.86035
1805,48278.80078
139,14090.41016
1490,605999.3262
826,176325.9006
1659,379599.1094
1072,379758.2051
995,291154.9766
185,317459.1719
1095,167488.3535
1513,207264.7314
1759,16584.52979
1636,145497.0547
972,213683.8149
849,26411.35938
308,120039.4531
623,635883.7227
955,696415.5
1951,54208.83154
872,162658.875
1891,856204.4082
1559,88110.94141
563,113421.8086
1596,90820.7627
1264,150804.6484
268,67041.13281
669,397280.6953
325,214755.4219
657,158571.0156
1751,44287.05859
1001,8105.970215
918,199086.7031
1064,344270.8281
1937,230712.4844
1396,343955.9102
1605,193584.2969
314,477912.4688
1642,88111.13281
128,172757.6074
709,10047.25977
1450,692922.8347
1456,191741.7188
1699,187486.9258
1012,438398.4551
1350,276584.2871
809,117936.4609
22,39920.44141
1356,44513.82813
1745,908363.3057
909,69462.76172
663,345536.7783
76,176396.3125
1158,16783.06055
1991,101942.6875
417,51867.16016
1845,251306.3086
1648,1471.329956
222,622205.9844
763,41117.26172
517,365228.6899
1304,427834.7969
1625,563402.6455
202,457123.7031
463,233689.4054
1198,136989.4707
700,192.2799988
629,122100.2861
866,10546.42969
274,191295.375
1055,144450.7676
557,214533.8843
772,284427.8125
1719,8573.830078
606,37020.46875
723,405483.125
225,62131.12891
1768,327909.2109
59,105239.7695
1104,134292.375
1270,140779.5313
1247,40797.58105
1078,214378.6045
1911,323650.6445
251,74209.13281
82,207967.1563
915,58225.12891
843,162879.3345
1888,12454.25977
892,453600.7344
1433,34384.80078
1482,76307.67188
437,237955.625
1960,526667.4082
1788,130066.3594
531,392343.3203
1290,343345.3398
1954,136656.5625
1533,34357.5498
33,310994.4219
39,222358.0625
1313,119453.5
16,204968.1953
680,1097.790039
649,96980.46313
1170,1148039.189
1413,443310.4001
88,336206.5845
1905,179332.168
580,246038.7529
823,155873.0625
159,10384.05957
1390,532464.9761
1931,32604.16992
1980,240255.3828
1439,203723.9375
1619,420334.9851
1868,287894.9375
1370,198977.0781
1121,6968.279785
1762,16461.24951
600,662565.4688
53,305523.6592
1774,324893.8213
1725,270457.0625
586,45960.04883
743,361008.2803
1419,23422.16016
337,176625.3203
1333,144026.8086
992,338148.6143
351,37683.34961
1925,603253.5127
302,105206.5715
978,243587.9012
941,459910.1875
929,28981.77905
388,181233.1875
1384,274528.0625
45,509645.1045
537,984282.3955
792,144208.1677
543,57751.76953
294,5669.930176
1035,48045.33984
1178,272222.127
643,483965.8408
145,453332.6062
1184,85831.61719
1676,368871.25
637,348721.1406
686,6999.219727
1135,128723.5234
245,203098.1523
1917,136889.0781
1084,196621.1563
1327,312798.083
1576,602986.9038
2,450094.1289
494,2622.860107
886,439275.5015
935,369386.0957
394,18306.64063
1476,353845.6191
1427,858470.6563
309,940998.7178
1305,174385.5273
48,728413.6672
1969,317786.5391
380,175614.375
1637,376340.5
973,58997.08008
735,271335.4756
1282,52838.03906
403,18791.75977
286,154339.282
71,508234.6172
950,100731.2188
618,297778.418
595,632563.3438
758,50209.63916
94,210744.5645
1422,29681.69897
927,14040.36035
1591,192386.8916
1923,444317.2939
1259,201998.6094
1090,82551.71875
1852,197519.875
426,4481.640137
781,22514.98071
1568,9759.5
904,611482.4688
1900,29777.83936
449,346716.7803
1445,18903.94922
1113,117948.9688
1236,114835.5388
1777,320932.5967
240,82506.44922
572,212697.6172
117,117118.0469
1142,263344.3125
1213,123955.2109
1806,105010.6898
549,138745.7329
804,427523.5996
1468,269048.5469
1165,439874.2451
163,89105.33105
1706,426208.2813
432,624149.5977
1514,293929.2344
257,365935.8594
1683,96485.65234
1019,58573.99951
921,300079.6675
186,278499.5938
1537,667078.3125
873,55799.74023
996,869991.5439
1119,95294
1660,563617.0703
455,519366.6406
1783,258980.6733
332,92729.66284
1560,1065297.051
1892,220264.6875
1299,440460.5195
1050,135437.4023
1311,491.7099915
718,277953.2266
1643,29876.75977
624,65729.98047
612,8343.879883
409,398167.2305
956,145021.2559
1952,194383.9961
1405,32486.2793
1737,69227.40625
280,200648.2031
1608,86761.78906
17,372276.7109
672,213835.4219
1013,408709.1438
1345,2147.639893
31,136361.7012
326,287348.0781
363,58834.72937
1654,74990.87891
658,327394.2627
1691,331045.5469
1986,197132.7295
1359,60588.68018
1800,224631.2031
472,24951.59967
217,141896.3906
1551,272229.5156
223,122812.979
466,3936.120117
1059,185282.0313
1700,202314.1563
1497,128716.4922
1153,164993.1563
1351,421441.3438
518,76286.43945
269,476745.3711
1597,145379.1094
664,391686.6694
910,292379.6982
1746,215551.6033
1451,224721.8945
123,50770.48047
1205,69032.79688
1056,277673.1836
724,312956.113
558,220852.1563
60,240417.0712
297,260743.5234
415,372045.4082
1577,57404.5
1079,189048.2119
83,523290.8867
1508,583040.2969
509,185294.6563
1840,51843.41846
1434,59029.51904
1173,177455.375
177,138580.1563
818,393115.03
154,347512.7231
1199,616840.9922
1912,143314.0117
1248,342296.5273
1863,338048.8476
867,150562.4109
203,57477.22015
1789,67650.07031
1150,383037.25
1883,1085523.389
893,134293.0156
1391,71077.14063
1385,45632.33984
134,9212.049805
40,34500.5293
1983,407466.1719
1534,4181.830078
34,102909.2734
1485,356137.5234
1932,115884.5
11,27984.41016
1342,17348.18018
183,337088.5391
1265,122418.9766
601,90859.5625
675,67799.46094
824,520618.9146
652,9496.259766
1193,29000.9707
1365,264757.3203
1242,134932.7764
1414,416016.7031
111,186882.7725
1955,199440.125
701,196312.5781
1906,179122.8457
160,159397.4531
1465,670662.3047
1726,152145.1411
1963,437763.3595
1477,106587.8201
552,226054.1475
303,183546.0059
1975,253301.0156
1073,181971.876
1763,94178.67969
91,656506.0239
340,303683.2772
352,230653.7515
1926,3158.97998
681,3688.030029
1322,259665.7544
1285,207423.0469
289,174528.0161
1371,89715.75977
1130,43327.85938
1379,367207.5127
638,76033.94922
395,192757.6406
389,48109.19922
887,106868.5391
1136,30739.01953
644,179292.625
489,389699.4697
1528,476190.2637
538,307328.5012
1030,193046.1094
987,137595.9844
1036,59284.67969
1671,10828.14038
1920,92493.28076
838,709342.7344
1179,206028.4531
1428,58781.58984
589,338023.75
197,885426.8789
1820,13960.17969
246,366599.9174
1328,9663.489746
1869,309122.9766
738,272198.7188
1279,128858.4219
787,255923.2031
475,561031.0938
214,99529.86914
1139,577326.1016
1803,200246.7344
143,22719.67969
807,75760.17969
1471,20630.86914
569,720550.375
120,25704.85059
237,117461.4199
784,13294.98956
1780,294972.6992
1116,111249.5
901,458976.9688
1448,137978.6719
452,447452.1875
1517,249097.4961
1185,412710.793
1849,49319.78906
498,82704.92969
1494,162234.6094
1162,183826.9063
830,11764.25977
970,209774.1133
1047,499534.8438
312,568712.6016
306,122690.6094
976,388428.8711
1640,192479.7578
1634,19111.26953
1663,94483.42969
329,110898.8984
993,460259.168
360,320715.8115
1657,90752.67285
429,265372.4326
1093,203320.6455
260,234897.6875
1757,396221.916
924,61043.45117
1588,282720.1152
283,279365.5469
947,256875.7813
1611,67025.9502
1070,240843.3164
220,384365.4922
469,769940.2017
1394,269504.8477
1216,129206.4219
1797,375868.9727
801,316187.8452
1454,124582.7598
1442,44788.58984
1903,560437.9609
575,16949.16016
114,167540.2031
1786,297501.46
1110,65646.82031
755,559243.1724
767,439126.5156
423,218589.8867
1594,124524.9766
1016,146013.3376
1262,139835.4724
1099,214116.3438
20,278848.0425
1348,47916.48828
412,7848.299805
277,348703.3594
68,364275.9727
621,78915.61035
609,446406.3945
1949,8493.580078
1703,120689.3501
80,230516.6563
1408,211822.1563
707,120686.1016
1740,95811.27344
1053,167685.2905
715,254016.8242
1889,946177.8584
1302,321490.4147
1308,16256.95996
964,6439.509766
561,52310.64844
323,83594.89063
1202,296296.0313
1995,234996.8516
661,98375.92188
28,434479.4336
1989,5065.370117
1651,159214.8438
1694,13643.20996
1843,4016.679932
515,1041618.356
1600,353929.6918
1007,5049.140137
174,27885.45996
761,120207.3516
1156,252694.3418
320,377233.0225
1402,238475.0474
74,132236.4688
369,80884.0918
1697,57416
861,1464.209961
615,201178.0938
1388,1021387.18
890,7131.390137
392,55423.52148
131,396153.9609
1554,20587.07959
1909,438299.7461
1411,442184.0156
747,253553.6426
1743,590030.7656
1245,116782.8
913,69435.11719
180,307105.7168
1935,652892.7715
1102,246681.0166
1176,125323.9688
512,228836.9688
1766,33056.01953
841,160155.8125
1505,35270.48047
1580,248303.4028
535,808138.457
1531,221307.4531
486,289832.0625
555,41210.54175
57,579565.4424
727,28172.62012
1219,263657.6855
721,463496.0166
1296,59539.96973
798,132130.2402
1362,224395.6094
1368,154809.9404
821,617319.4063
1319,238916.6367
655,261085.1055
704,52628.1709
157,179712.4844
1860,2213.139893
698,57858.48828
206,26093.85938
1196,2281.73999
1339,368891.3267
14,183465.3359
847,58621.73828
678,18355.13086
1929,482121.7266
37,171779.0406
529,6685.560059
578,241044.9756
1631,278650.9457
1133,6070.410156
1880,938531.3125
884,239892.7813
635,149804.3477
137,272402.125
386,8744.790039
1809,182523.2813
790,360586.2656
243,202009.1152
1276,153938.0469
1239,152381.5645
778,189978.4077
741,9765.30957
684,157670.6289
435,32643.99023
8,202415.2656
349,513474.2852
1431,213901.5068
1680,59068.23047
990,512399.7598
1076,216524.9922
1027,77560.69922
1617,116969.1563
1039,11443.11035
1225,414748.229
51,134414.2803
1717,174511.6719
300,61552.69922
1723,12795.17004
1966,162868.5156
1474,193480.3164
1331,278995.3867
1872,108663.4707
