customer_id,transaction_id,transaction_time,minutes_between_transactions
15,14545,15-10-2024 08:03,7850
15,14586,21-10-2024 13:59,8996
15,37123,24-10-2024 16:06,4447
15,24843,13-11-2024 18:04,28918
15,36199,18-11-2024 14:15,6971
15,40606,14-12-2024 16:46,37591
16,41622,28-02-2024 07:55,22900
16,30084,29-02-2024 10:27,1592
16,4442,01-03-2024 10:34,1447
16,1425,01-03-2024 15:04,270
16,40514,04-03-2024 16:06,4382
16,8932,19-03-2024 01:07,20701
16,34471,21-03-2024 20:25,4038
16,48472,27-03-2024 17:55,8490
16,19818,28-03-2024 07:26,811
16,28079,12-04-2024 13:07,21941
16,20203,08-06-2024 10:04,81897
16,15783,01-07-2024 15:18,33434
16,9132,12-07-2024 19:47,16109
16,28534,04-08-2024 18:23,33036
16,33409,30-10-2024 01:43,124280
16,42922,04-12-2024 06:57,50714
16,6360,20-12-2024 07:25,23068
17,9071,22-01-2024 19:42,14902
17,42218,07-02-2024 13:49,22687
17,32145,29-02-2024 18:30,31961
17,22754,13-03-2024 09:08,18158
17,40543,03-04-2024 07:54,30166
17,5965,22-05-2024 16:52,71098
17,33286,30-05-2024 20:13,11721
17,7351,22-06-2024 15:26,32833
17,36062,23-07-2024 10:29,44343
17,39984,29-07-2024 17:08,9039
17,11081,12-08-2024 17:13,20165
17,9567,02-09-2024 12:44,29971
17,37270,02-10-2024 10:06,43042
17,20906,29-11-2024 12:43,83677
17,43985,08-12-2024 19:55,13392
17,653,21-12-2024 16:29,18514
17,38231,23-12-2024 14:13,2744
18,28862,26-01-2024 15:03,2260
18,31269,28-01-2024 09:37,2554
18,1519,15-02-2024 15:30,26273
18,28371,16-02-2024 12:42,1272
18,27248,23-03-2024 15:55,52033
18,11084,28-04-2024 01:54,50999
18,5401,10-05-2024 11:20,17846
18,42673,10-05-2024 14:40,200
18,43306,14-05-2024 16:33,5873
18,16116,24-05-2024 10:51,14058
18,578,04-06-2024 15:08,16097
18,40941,19-06-2024 03:41,20913
18,12791,18-07-2024 11:07,42206
18,6319,01-08-2024 18:55,20628
18,16703,06-08-2024 13:28,6873
18,31702,22-08-2024 12:48,23000
18,40768,10-09-2024 23:41,28013
18,16489,20-10-2024 04:26,56445
18,39621,26-10-2024 17:13,9407
18,36399,07-11-2024 18:47,17374
18,25308,25-11-2024 12:04,25517
18,31183,05-12-2024 19:30,14846
18,5517,28-12-2024 12:22,32692
19,34974,18-01-2024 10:06,9691
19,40427,06-03-2024 11:36,69210
19,20631,19-03-2024 20:38,19262
19,38203,23-03-2024 13:41,5343
19,1902,25-04-2024 11:01,47360
19,20419,17-05-2024 20:37,32256
19,48900,02-06-2024 21:15,23078
19,3401,05-06-2024 23:51,4476
19,34842,23-06-2024 02:05,24614
19,13399,23-06-2024 02:47,42
19,15937,02-07-2024 14:51,13684
19,13044,03-07-2024 20:17,1766
19,30336,12-07-2024 00:44,11787
19,22997,15-07-2024 00:57,4333
19,36027,19-07-2024 23:44,7127
19,28160,30-07-2024 23:41,15837
19,21185,02-08-2024 13:58,3737
19,39974,12-08-2024 17:25,14607
19,36516,14-08-2024 13:26,2641
19,38831,29-08-2024 20:31,22025
19,24984,31-08-2024 23:51,3080
19,49916,04-09-2024 17:36,5385
19,13225,27-10-2024 01:55,75379
19,20167,27-10-2024 06:13,258
19,5678,28-10-2024 13:17,1864
19,25349,31-10-2024 17:22,4565
19,24543,09-11-2024 19:16,13074
19,25837,16-11-2024 15:46,9870
19,37326,12-12-2024 18:39,37613
20,46712,01-02-2024 05:03,1485
20,8472,05-02-2024 08:08,5945
20,29850,04-03-2024 16:54,40846
20,10531,11-03-2024 11:38,9764
20,12469,23-04-2024 15:21,62143
20,20772,06-05-2024 13:27,18606
20,3916,19-05-2024 19:58,19111
20,45700,20-05-2024 21:49,1551
20,8798,30-05-2024 21:07,14358
20,38423,13-06-2024 00:03,18896
20,45416,16-06-2024 15:01,5218
20,47219,19-06-2024 18:55,4554
20,21454,29-06-2024 19:45,14450
20,30805,17-07-2024 12:08,25463
20,11075,11-08-2024 02:33,35425
20,17030,22-08-2024 10:49,16336
20,3690,26-08-2024 08:06,5597
20,47171,07-09-2024 08:24,17298
20,23553,14-09-2024 15:19,10495
20,8740,16-09-2024 12:47,2728
20,27645,20-10-2024 09:22,48755
20,22570,22-10-2024 17:10,3348
20,22359,11-11-2024 17:30,28820
20,6696,13-12-2024 02:55,45205
20,25728,26-12-2024 19:39,19724
21,37208,29-01-2024 01:55,15363
21,7151,02-02-2024 12:29,6394
21,42166,19-02-2024 20:42,24973
21,41460,15-03-2024 19:44,35942
21,48583,21-03-2024 08:07,7943
21,48873,05-04-2024 10:00,21713
21,26686,08-04-2024 06:44,4124
21,697,08-04-2024 19:17,753
21,24226,30-04-2024 14:13,31376
21,6151,01-06-2024 10:27,45854
21,34601,14-06-2024 10:17,18710
21,7657,17-06-2024 10:29,4332
21,27713,26-06-2024 14:23,13194
21,24522,10-08-2024 18:45,65062
21,4207,19-08-2024 09:31,12406
21,15209,30-08-2024 18:32,16381
21,16217,20-09-2024 08:09,29617
21,16320,29-09-2024 12:36,13227
21,33371,01-10-2024 14:03,2967
21,6073,03-10-2024 20:24,3261
21,48925,11-10-2024 16:40,11296
21,49961,16-10-2024 06:03,6563
21,5469,01-11-2024 11:58,23395
21,27486,11-11-2024 11:49,14391
21,21221,27-11-2024 18:31,23442
21,11798,18-12-2024 21:00,30389
21,41470,20-12-2024 08:09,2109
22,48408,15-01-2024 18:05,5737
22,16727,19-01-2024 18:44,5799
22,42957,06-02-2024 11:08,25464
22,6330,12-02-2024 14:26,8838
22,1022,20-02-2024 08:25,11159
22,14628,03-03-2024 23:58,18213
22,9100,30-04-2024 11:20,82762
22,46322,02-05-2024 19:59,3399
22,43673,14-05-2024 10:59,16740
22,29007,23-05-2024 20:10,13511
22,29661,07-06-2024 12:24,21134
22,45563,18-06-2024 16:20,16076
22,37820,19-06-2024 22:18,1798
22,19440,29-06-2024 12:48,13830
22,11615,27-07-2024 16:40,40552
22,38547,26-08-2024 15:49,43149
22,9184,11-09-2024 18:46,23217
22,22177,21-09-2024 06:00,13634
22,38049,25-09-2024 07:06,5826
22,41919,07-10-2024 17:51,17925
22,45568,09-10-2024 20:15,3024
22,29988,04-11-2024 23:06,37611
22,5165,12-11-2024 19:05,11279
22,36269,12-12-2024 11:44,42759
22,13073,14-12-2024 08:35,2691
23,43030,05-03-2024 13:42,8831
23,12179,17-03-2024 02:33,16611
23,30265,19-03-2024 13:46,3553
23,4146,01-04-2024 05:39,18233
23,31519,03-04-2024 08:06,3027
23,30565,11-04-2024 16:29,12023
23,15397,22-04-2024 18:07,15938
23,13582,26-05-2024 10:26,48499
23,3111,01-06-2024 14:41,8895
23,15840,13-06-2024 22:57,17776
23,28532,14-06-2024 06:52,475
23,5449,05-07-2024 12:26,30574
23,33743,26-07-2024 18:20,30594
23,42929,01-09-2024 12:17,52917
23,3652,03-09-2024 04:18,2401
23,33264,04-09-2024 00:51,1233
23,48654,17-10-2024 11:23,62552
23,19245,21-10-2024 11:26,5763
23,11041,25-12-2024 17:47,93981
23,31742,29-12-2024 14:22,5555
24,25815,19-01-2024 13:47,17447
24,29605,13-02-2024 20:11,36384
24,26956,21-02-2024 13:19,11108
24,32595,07-03-2024 20:23,22024
24,47757,03-04-2024 09:06,38203
24,23901,15-04-2024 22:15,18069
24,5900,08-05-2024 19:39,32964
24,48467,21-05-2024 22:49,18910
24,47033,28-05-2024 21:57,10028
24,45963,04-07-2024 18:42,53085
24,15451,07-08-2024 14:54,48732
24,8072,22-08-2024 14:46,21592
24,8943,28-08-2024 17:44,8818
24,28900,14-09-2024 11:46,24122
24,13793,15-09-2024 13:13,1527
24,45499,26-09-2024 19:28,16215
24,28271,09-10-2024 17:13,18585
24,11613,01-11-2024 17:16,33123
24,26114,09-11-2024 16:12,11456
24,9307,13-11-2024 21:20,6068
24,23525,16-11-2024 20:18,4258
24,42047,19-12-2024 13:19,47101
25,45472,10-01-2024 16:24,7191
25,33014,10-02-2024 16:19,44635
25,23959,08-03-2024 09:48,38489
25,33278,08-03-2024 19:47,599
25,24728,26-03-2024 18:00,25813
25,49844,31-03-2024 15:45,7065
25,33024,15-04-2024 16:08,21623
25,20823,19-05-2024 17:44,49056
25,34618,25-05-2024 22:42,8938
25,521,28-05-2024 13:29,3767
25,27122,04-07-2024 09:21,53032
25,8085,30-07-2024 15:00,37779
25,14068,27-08-2024 05:50,39770
25,33414,30-08-2024 16:25,4955
25,23760,08-09-2024 02:54,12149
25,16819,23-09-2024 19:04,22570
25,26652,29-09-2024 18:03,8579
25,36443,16-10-2024 18:04,24481
25,30743,26-10-2024 14:02,14158
25,27269,23-11-2024 21:32,40770
25,29852,28-11-2024 19:30,7078
25,11051,28-12-2024 13:06,42816
25,28294,28-12-2024 21:47,521
26,22931,20-01-2024 05:47,931
26,45398,05-02-2024 12:02,23415
26,14115,15-03-2024 12:33,56191
26,2704,18-04-2024 08:19,48706
26,39747,20-04-2024 07:33,2834
26,4219,20-04-2024 10:34,181
26,22658,25-04-2024 20:08,7774
26,19642,27-04-2024 13:36,2488
26,17149,07-05-2024 11:43,14287
26,23356,08-05-2024 18:55,1872
26,31285,22-06-2024 13:33,64478
26,40975,19-07-2024 10:06,38673
26,28700,01-08-2024 04:29,18383
26,11497,08-10-2024 14:09,98500
26,4006,09-10-2024 17:29,1640
26,46112,25-10-2024 23:37,23408
26,21078,01-11-2024 11:24,9347
26,38550,25-11-2024 19:15,35031
26,10033,11-12-2024 14:18,22743
26,12103,21-12-2024 09:41,14123
27,12439,08-01-2024 06:41,5633
27,29246,23-01-2024 19:17,22356
27,30598,01-02-2024 13:48,12631
27,5174,03-02-2024 17:17,3089
27,30104,16-02-2024 19:17,18840
27,40722,09-03-2024 18:38,31641
27,22067,27-03-2024 03:35,25017
27,33259,19-04-2024 21:05,34170
27,13020,23-04-2024 04:08,4743
27,5683,07-05-2024 08:51,20443
27,45850,17-05-2024 08:15,14364
27,38931,24-05-2024 10:07,10192
27,38495,10-06-2024 22:36,25229
27,23203,26-06-2024 19:44,22868
27,18917,19-07-2024 10:47,32583
27,2117,31-07-2024 18:17,17730
27,31805,01-08-2024 06:46,749
27,42189,07-08-2024 17:50,9304
27,16317,27-08-2024 08:54,28264
27,33317,28-08-2024 18:17,2003
27,39957,31-08-2024 09:24,3787
27,45914,18-09-2024 15:36,26292
27,40520,24-09-2024 13:13,8497
27,22578,14-10-2024 16:27,28994
27,48559,01-11-2024 23:33,26346
28,36882,01-02-2024 10:09,44661
28,41137,26-02-2024 14:13,36244
28,12412,17-03-2024 17:57,29024
28,11227,29-03-2024 20:05,17408
28,26603,03-04-2024 00:25,6020
28,39445,12-04-2024 20:20,14155
28,29829,10-05-2024 14:41,39981
28,5071,11-05-2024 12:49,1328
28,9202,07-06-2024 05:54,38465
28,43412,22-07-2024 19:58,65644
28,14931,23-07-2024 17:47,1309
28,27430,26-08-2024 11:50,48603
28,47410,26-08-2024 14:07,137
28,13976,13-09-2024 12:05,25798
28,35040,15-10-2024 16:29,46344
28,13180,30-10-2024 17:08,21639
28,21582,06-11-2024 02:01,9173
28,7065,14-11-2024 11:12,12071
28,33158,26-11-2024 08:17,17105
28,19243,01-12-2024 20:57,7960
28,28794,22-12-2024 17:34,30037
29,41450,09-01-2024 20:23,601
29,15042,19-01-2024 09:59,13776
29,26076,02-02-2024 14:03,20404
29,39888,07-02-2024 16:30,7347
29,1303,10-02-2024 21:31,4621
29,104,19-02-2024 16:35,12664
29,15869,08-03-2024 15:18,25843
29,21239,11-03-2024 20:48,4650
29,35735,21-04-2024 09:35,58367
29,837,11-05-2024 09:11,28776
29,27773,13-05-2024 00:50,2379
29,23757,24-05-2024 20:02,16992
29,27971,02-06-2024 09:21,12319
29,16358,05-06-2024 16:22,4741
29,21457,18-07-2024 12:03,61661
29,6975,23-07-2024 09:17,7034
29,42245,23-07-2024 18:56,579
29,15699,30-09-2024 15:27,99151
29,35209,03-10-2024 10:46,4039
29,26215,07-10-2024 14:00,5954
29,18530,13-10-2024 15:28,8728
29,12878,28-10-2024 12:12,21404
29,44496,10-11-2024 11:38,18686
29,22278,09-12-2024 03:46,41288
29,32847,10-12-2024 02:29,1363
29,22361,15-12-2024 18:28,8159
30,5769,14-01-2024 17:26,12677
30,39593,16-01-2024 19:26,3000
30,42509,19-01-2024 17:15,4189
30,49564,11-02-2024 10:22,32707
30,11003,14-03-2024 13:46,46284
30,5803,17-03-2024 08:31,4005
30,23515,02-04-2024 13:28,23337
30,4860,09-04-2024 11:07,9939
30,23167,19-04-2024 09:39,14312
30,31278,12-05-2024 17:49,33610
30,15711,31-05-2024 13:02,27073
30,27243,05-06-2024 11:11,7089
30,24989,06-06-2024 11:24,1453
30,18325,11-06-2024 16:05,7481
30,2998,22-06-2024 15:54,15829
30,40456,06-07-2024 20:22,20428
30,1180,15-08-2024 13:06,57164
30,5394,17-08-2024 12:12,2826
30,28242,22-08-2024 19:07,7615
30,38911,19-09-2024 19:56,40369
30,49923,22-09-2024 05:30,3454
30,3877,10-10-2024 17:55,26665
30,40380,18-10-2024 18:05,11530
30,27423,26-10-2024 18:34,11549
30,20552,27-10-2024 10:52,978
30,9965,29-10-2024 15:10,3138
30,45342,24-11-2024 00:16,36546
30,29015,02-12-2024 18:40,12624
31,10360,12-01-2024 14:55,14703
31,41259,11-02-2024 09:25,42870
31,42365,26-02-2024 09:11,21586
31,42108,28-02-2024 17:22,3371
31,21583,04-03-2024 18:29,7267
31,29546,27-03-2024 10:14,32625
31,49548,27-03-2024 17:26,432
31,13423,23-04-2024 17:05,38859
31,13018,26-04-2024 11:56,4011
31,33859,12-05-2024 21:42,23626
31,10818,27-05-2024 05:16,20614
31,646,28-05-2024 13:56,1960
31,14266,31-05-2024 20:30,4714
31,26332,12-06-2024 11:13,16723
31,9503,19-06-2024 17:56,10483
31,22295,21-06-2024 08:32,2316
31,49447,09-07-2024 00:54,25462
31,13259,07-08-2024 09:16,42262
31,35118,20-08-2024 10:42,18806
31,5070,27-08-2024 11:50,10148
31,2465,28-08-2024 21:58,2048
31,14565,22-09-2024 17:56,35758
31,39504,19-10-2024 00:01,37805
31,44150,29-10-2024 14:14,15253
31,42959,01-11-2024 03:41,3687
31,25663,06-11-2024 13:37,7796
31,36733,11-11-2024 17:49,7452
31,26155,11-12-2024 17:12,43163
31,2371,15-12-2024 02:33,4881
32,265,13-01-2024 08:24,15504
32,22975,17-01-2024 15:02,6158
32,48077,01-02-2024 15:36,21634
32,44024,15-02-2024 03:56,19460
32,47881,15-02-2024 20:08,972
32,25677,21-03-2024 12:37,49949
32,39976,27-04-2024 16:23,53506
32,14502,05-05-2024 12:24,11281
32,40472,09-05-2024 05:24,5340
32,47981,09-05-2024 09:28,244
32,14542,30-06-2024 16:25,75297
32,34583,01-07-2024 09:43,1038
32,32959,07-08-2024 16:45,53702
32,40413,13-08-2024 16:24,8619
32,40781,20-08-2024 15:40,10036
32,23265,09-09-2024 18:26,28966
32,31860,06-10-2024 10:40,38414
32,10054,18-11-2024 06:16,61656
32,9490,20-11-2024 11:18,3182
32,33734,24-11-2024 00:39,5121
32,48388,25-12-2024 04:01,44842
32,12817,26-12-2024 04:25,1464
32,46104,30-12-2024 04:53,5788
33,2538,06-02-2024 10:51,26150
33,1912,26-02-2024 16:00,29109
33,31306,05-03-2024 12:50,11330
33,9867,11-03-2024 01:28,7958
33,16220,11-04-2024 11:02,45214
33,49705,25-04-2024 12:28,20246
33,31960,08-05-2024 09:02,18514
33,5221,13-05-2024 14:05,7503
33,6395,05-06-2024 22:58,33653
33,33480,16-06-2024 16:40,15462
33,18419,04-07-2024 01:03,24983
33,43583,04-07-2024 16:26,923
33,20745,10-07-2024 15:21,8575
33,31597,20-09-2024 20:45,104004
33,31826,23-09-2024 10:45,3720
33,299,13-10-2024 16:29,29144
33,36101,05-11-2024 15:17,33048
33,19819,21-11-2024 19:00,23263
33,28894,02-12-2024 10:30,15330
33,14000,28-12-2024 10:12,37422
34,6198,23-02-2024 13:01,25709
34,4930,13-03-2024 02:48,26747
34,43266,24-03-2024 08:35,16187
34,41225,05-05-2024 17:14,60999
34,25785,07-05-2024 14:20,2706
34,29687,09-06-2024 04:06,46906
34,3772,10-06-2024 18:46,2320
34,6156,11-06-2024 15:40,1254
34,22907,03-07-2024 01:55,30855
34,33193,26-07-2024 08:51,33536
34,32072,04-08-2024 14:38,13307
34,45584,20-08-2024 01:25,22247
34,4114,25-08-2024 16:21,8096
34,37893,04-09-2024 19:26,14585
34,45987,12-12-2024 08:52,141926
34,43016,16-12-2024 19:43,6411
35,13391,12-02-2024 13:41,16415
35,13128,15-02-2024 09:01,4040
35,10163,18-02-2024 08:22,4281
35,37717,04-03-2024 19:46,22284
35,39143,15-03-2024 20:03,15857
35,41591,17-03-2024 06:44,2081
35,37309,16-04-2024 17:30,43846
