customer_id,age,income,city,account_type,join_date,tenure_days,risk_score,is_active,avg_txn_amount,std_txn_amount,total_spend,txn_count,fraud_count,fraud_rate
31,74,50903896.92,Mumbai,Premium,2017-03-29,3349,0.319,True,31433.85,29404.09,943015.62,30,3,0.1
32,65,243111895.65,Mumbai,Premium,2023-11-17,925,0.19,True,24893.81,63133.42,597451.34,24,1,0.041666666666666664
33,28,274426473.74,Mumbai,Current,2019-05-16,2571,0.037,True,23823.8,49610.86,500299.84,21,2,0.09523809523809523
34,46,94998129.34,Bangalore,Current,2019-05-04,2583,0.049,True,40758.03,47992.16,692886.43,17,1,0.058823529411764705
35,58,48878154.29,Ahmedabad,Current,2019-09-11,2453,0.037,True,20937.46,30206.42,460624.02,22,1,0.045454545454545456
36,34,38948908.05,Pune,Current,2018-03-31,2982,0.051,True,23635.64,41378.37,709069.26,30,2,0.06666666666666667
37,63,48685373.81,Chennai,Premium,2022-03-23,1529,0.193,True,33940.84,53618.87,848520.89,25,2,0.08
38,45,62818974.75,Ahmedabad,Premium,2022-08-03,1396,0.173,True,29412.57,33388.01,735314.32,25,2,0.08
39,52,39081291.39,Chennai,Premium,2024-03-02,819,0.225,True,52106.04,63158.15,1094226.93,21,1,0.047619047619047616
40,66,42366757.98,Hyderabad,Current,2022-08-31,1368,0.098,True,49055.34,68485.52,1226383.5,25,2,0.08
41,38,45856746.06,Pune,Current,2018-06-08,2913,0.039,True,44194.06,71127.39,1016463.33,23,1,0.043478260869565216
42,57,17163809.37,Kolkata,Current,2023-04-27,1129,0.067,True,15341.12,18907.73,276140.16,18,0,0.0
43,44,83258257.85,Kolkata,Current,2026-05-01,29,0.221,True,38002.57,46629.59,912061.75,24,1,0.041666666666666664
44,72,37437096.18,Hyderabad,Current,2020-05-01,2220,0.211,True,30545.69,26674.19,549822.5,18,3,0.16666666666666666
45,74,35116734.47,Delhi,Premium,2018-07-13,2878,0.303,True,71026.44,77602.62,1278475.91,18,6,0.3333333333333333
46,40,45404164.23,Pune,Current,2017-09-04,3190,0.016,True,52479.94,62365.19,1102078.79,21,7,0.3333333333333333
47,75,216108455.21,Hyderabad,Current,2023-04-25,1131,0.233,True,43657.12,62368.0,1309713.67,30,2,0.06666666666666667
48,22,15864075.78,Pune,Premium,2022-04-19,1502,0.319,True,36089.46,67702.24,830057.57,23,13,0.5652173913043478
49,72,22364975.5,Delhi,Premium,2022-02-28,1552,0.325,False,44712.94,56488.43,1251962.41,28,3,0.10714285714285714
50,40,14848294.22,Delhi,Premium,2021-09-25,1708,0.156,True,48652.05,60767.11,1216301.16,25,0,0.0
51,51,54737992.5,Chennai,Current,2018-01-29,3043,0.066,True,32621.96,48569.0,978658.68,30,4,0.13333333333333333
52,72,69337300.08,Pune,Current,2025-02-02,482,0.166,True,39420.51,51046.05,867251.25,22,3,0.13636363636363635
53,31,41423642.63,Ahmedabad,Premium,2017-10-28,3136,0.168,True,49697.76,64970.16,1242444.1,25,3,0.12
54,65,100390139.01,Chennai,Current,2022-04-22,1499,0.046,True,46449.21,63291.08,928984.14,20,0,0.0
55,27,125553048.06,Ahmedabad,Current,2022-07-04,1426,0.093,True,45655.75,64200.9,821803.45,18,0,0.0
56,22,67155452.7,Delhi,Premium,2021-11-29,1643,0.394,True,50874.02,60085.31,1271850.52,25,1,0.04
57,49,35671181.97,Bangalore,Premium,2023-09-17,986,0.196,True,63026.72,65450.44,2142908.63,34,6,0.17647058823529413
58,29,105696225.01,Hyderabad,Premium,2020-01-01,2341,0.241,True,20860.25,41910.21,417205.02,20,1,0.05
59,29,36612329.72,Delhi,Current,2025-07-06,328,0.084,True,22579.23,34785.04,451584.7,20,2,0.1
60,68,55523351.38,Chennai,Current,2018-10-25,2774,0.07,True,73340.96,75654.82,1760183.06,24,3,0.125
61,73,98345229.19,Ahmedabad,Current,2024-10-04,603,0.225,True,48720.7,71347.34,1071855.34,22,2,0.09090909090909091
62,52,82954935.2,Ahmedabad,Current,2024-02-05,845,0.078,True,58839.63,59692.43,1176792.7,20,1,0.05
63,49,563705832.41,Mumbai,Premium,2020-03-30,2252,0.16,True,36332.89,41720.95,980987.99,27,8,0.2962962962962963
64,37,114506366.11,Mumbai,Current,2024-11-06,570,0.09,True,53345.73,75402.46,1386988.98,26,4,0.15384615384615385
65,78,131028171.69,Bangalore,Premium,2019-01-26,2681,0.395,True,18705.74,32234.42,467643.47,25,2,0.08
66,33,33932997.25,Bangalore,Current,2024-01-15,866,0.033,True,38215.85,54030.78,917180.47,24,2,0.08333333333333333
67,70,93030505.78,Kolkata,Current,2017-11-01,3132,0.044,True,20784.27,24932.2,519606.83,25,4,0.16
68,28,48762154.69,Hyderabad,Current,2020-09-13,2085,0.076,True,40136.0,69255.3,1083672.07,27,3,0.1111111111111111
69,55,37798245.15,Chennai,Premium,2022-11-18,1289,0.221,True,13658.65,21221.09,273172.96,20,3,0.15
70,55,191579507.08,Hyderabad,Current,2024-03-27,794,0.037,True,38711.51,60733.28,967787.67,25,1,0.04
71,24,95665981.63,Pune,Current,2021-01-27,1949,0.228,True,58980.64,67827.82,1238593.5,21,3,0.14285714285714285
72,27,483153212.75,Chennai,Current,2021-12-17,1625,0.049,True,42502.04,49489.48,850040.82,20,2,0.1
73,79,105101616.32,Kolkata,Current,2017-03-06,3372,0.246,True,41079.12,59376.24,821582.43,20,2,0.1
74,42,301549807.7,Hyderabad,Current,2021-03-12,1905,0.096,False,25245.11,33944.92,302941.32,12,2,0.16666666666666666
75,62,51112869.75,Bangalore,Premium,2023-08-02,1032,0.157,True,23071.49,32035.99,461429.87,20,1,0.05
76,74,88442029.62,Kolkata,Premium,2025-10-14,228,0.37,False,17585.45,35359.7,422050.91,24,1,0.041666666666666664
77,71,45864232.26,Hyderabad,Premium,2023-05-30,1096,0.328,True,39179.79,54374.05,1057854.34,27,0,0.0
78,25,88061038.81,Mumbai,Current,2021-03-27,1890,0.008,True,69872.92,61516.57,1746822.91,25,2,0.08
79,44,15558713.12,Chennai,Premium,2020-06-06,2184,0.218,True,27221.04,52212.98,598862.81,22,0,0.0
80,52,217505880.74,Kolkata,Premium,2024-10-18,589,0.223,True,32918.33,50992.67,658366.69,20,1,0.05
81,27,153447091.74,Mumbai,Premium,2016-05-31,3651,0.249,True,27288.64,29553.41,682215.97,25,3,0.12
82,43,41384731.47,Chennai,Premium,2024-12-03,543,0.234,True,27348.98,52555.32,546979.59,20,1,0.05
83,58,45927658.74,Kolkata,Premium,2016-11-14,3484,0.231,True,52879.18,67149.69,951825.24,18,5,0.2777777777777778
84,20,47415716.53,Delhi,Premium,2023-05-23,1103,0.394,True,46588.21,69830.94,978352.46,21,3,0.14285714285714285
85,38,21565410.2,Hyderabad,Premium,2017-06-08,3278,0.212,True,29388.08,34874.0,558373.58,19,1,0.05263157894736842
86,56,67595391.46,Bangalore,Current,2019-01-11,2696,0.077,True,50666.83,81103.56,557335.14,11,2,0.18181818181818182
87,18,90757637.46,Kolkata,Current,2023-02-03,1212,0.163,True,25235.19,53154.87,252351.86,10,0,0.0
88,54,54157561.33,Pune,Premium,2022-08-03,1396,0.171,True,23120.02,42378.65,416160.41,18,8,0.4444444444444444
89,51,17352227.06,Hyderabad,Current,2022-04-29,1492,0.09,True,15351.22,24646.03,276322.05,18,0,0.0
90,50,516830906.67,Bangalore,Current,2026-05-13,17,0.212,True,19888.64,34773.62,556881.96,28,0,0.0
91,46,48589806.49,Delhi,Current,2022-10-27,1311,0.046,True,46095.95,60804.58,1244590.7,27,13,0.48148148148148145
92,19,79050586.17,Bangalore,Premium,2021-11-26,1646,0.324,True,37250.77,57191.83,745015.44,20,2,0.1
93,40,25317442.32,Bangalore,Current,2020-07-27,2133,0.09,True,22167.76,51574.59,576361.66,26,2,0.07692307692307693
94,49,65683561.32,Chennai,Current,2022-06-17,1443,0.004,True,23187.93,39113.62,602886.25,26,3,0.11538461538461539
95,59,20734342.83,Chennai,Current,2021-02-12,1933,0.05,True,18962.54,22084.91,530951.21,28,2,0.07142857142857142
96,43,139633127.04,Pune,Premium,2026-01-11,139,0.158,True,84433.63,64931.04,2195274.4,26,5,0.19230769230769232
97,65,81700267.81,Kolkata,Premium,2019-03-13,2635,0.168,True,40598.37,54149.64,771369.11,19,0,0.0
98,73,33785323.34,Ahmedabad,Premium,2019-08-16,2479,0.337,True,31359.49,47369.46,595830.27,19,3,0.15789473684210525
99,43,81702612.36,Kolkata,Premium,2022-06-06,1454,0.201,True,26213.04,34963.44,340769.46,13,2,0.15384615384615385
100,35,27098631.1,Mumbai,Current,2019-04-09,2608,0.024,True,54024.92,50629.24,810373.73,15,5,0.3333333333333333
101,45,25932244.12,Mumbai,Current,2024-08-17,651,0.012,True,34241.05,56094.26,684820.93,20,7,0.35
102,42,33102894.09,Kolkata,Premium,2021-01-01,1975,0.2,True,37957.14,54356.31,607314.18,16,0,0.0
103,39,37635282.91,Pune,Current,2023-05-13,1113,0.028,True,25052.33,43834.28,475994.3,19,0,0.0
104,51,126655098.32,Mumbai,Current,2019-09-22,2442,0.033,True,48089.19,68225.53,1298408.16,27,3,0.1111111111111111
105,39,43315101.8,Pune,Premium,2020-02-03,2308,0.159,True,48534.3,74947.4,922151.66,19,1,0.05263157894736842
106,72,26308297.58,Chennai,Current,2019-12-04,2369,0.152,False,34645.0,68086.17,588964.92,17,3,0.17647058823529413
107,48,308040751.6,Pune,Current,2018-05-15,2937,0.098,True,48609.17,64248.16,1312447.58,27,2,0.07407407407407407
108,68,182802798.73,Delhi,Premium,2023-06-05,1090,0.204,True,77734.37,73932.42,2098827.88,27,0,0.0
109,61,71994802.23,Pune,Current,2017-08-14,3211,0.071,True,36741.17,37806.27,881788.16,24,0,0.0
110,54,30065377.01,Bangalore,Premium,2019-05-13,2574,0.182,True,45231.66,48095.76,723706.55,16,0,0.0
111,67,162462891.41,Hyderabad,Current,2018-04-07,2975,0.068,True,51073.2,54191.65,1838635.02,36,3,0.08333333333333333
112,54,161199059.81,Pune,Current,2022-07-08,1422,0.047,True,33143.21,41835.55,1160012.42,35,3,0.08571428571428572
113,47,64273941.6,Bangalore,Current,2024-12-23,523,0.093,True,20587.34,27419.32,432334.13,21,2,0.09523809523809523
114,29,72134056.38,Hyderabad,Premium,2016-06-01,3650,0.222,True,25837.69,42951.38,439240.67,17,1,0.058823529411764705
115,25,299622261.71,Bangalore,Premium,2019-10-17,2417,0.169,True,49643.67,70916.49,893586.12,18,0,0.0
116,43,271135333.07,Delhi,Current,2025-02-27,457,0.059,True,29208.52,37299.24,759421.41,26,1,0.038461538461538464
117,56,198819447.69,Mumbai,Current,2020-09-13,2085,0.044,True,41075.43,45072.6,862584.04,21,1,0.047619047619047616
118,50,79494346.09,Ahmedabad,Current,2025-12-16,165,0.007,True,17709.45,21704.59,354188.93,20,4,0.2
119,68,101603497.3,Kolkata,Premium,2018-09-19,2810,0.167,True,13134.93,11944.58,236428.8,18,0,0.0
120,69,80443397.9,Mumbai,Current,2023-11-27,915,0.1,True,18703.96,38917.32,374079.19,20,2,0.1
121,54,122798517.7,Delhi,Premium,2020-07-13,2147,0.199,True,49945.78,47819.65,1048861.42,21,2,0.09523809523809523
122,55,37979706.61,Hyderabad,Current,2024-08-08,660,0.046,True,41187.71,45753.99,864941.93,21,0,0.0
123,46,10469706.33,Bangalore,Premium,2017-03-31,3347,0.151,True,46610.58,66944.41,978822.24,21,1,0.047619047619047616
124,53,119559496.85,Pune,Current,2020-12-05,2002,0.083,True,33915.81,31436.42,542652.96,16,1,0.0625
125,55,17895855.54,Ahmedabad,Premium,2017-01-17,3420,0.241,True,61632.8,65310.24,1232656.06,20,2,0.1
126,42,34096913.79,Hyderabad,Premium,2025-06-19,345,0.209,True,23877.75,28746.27,429799.42,18,0,0.0
127,21,100496859.35,Pune,Current,2020-10-13,2055,0.158,True,33487.88,55766.91,870684.78,26,1,0.038461538461538464
128,39,461150316.29,Delhi,Current,2022-06-08,1452,0.024,True,38241.47,52771.8,726587.97,19,2,0.10526315789473684
129,71,60599655.38,Kolkata,Current,2023-05-23,1103,0.211,True,48490.86,60036.81,1066798.92,22,1,0.045454545454545456
130,26,25346261.05,Bangalore,Premium,2022-05-12,1479,0.21,True,25861.61,28682.61,801709.8,31,14,0.45161290322580644
131,42,154448829.06,Ahmedabad,Current,2021-03-20,1897,0.092,True,41502.6,66779.09,996062.33,24,2,0.08333333333333333
132,61,310498357.0,Hyderabad,Current,2016-11-03,3495,0.058,True,9713.54,10981.29,203984.31,21,0,0.0
133,41,31857176.27,Mumbai,Current,2024-11-04,572,0.021,True,22067.55,19780.09,617891.47,28,7,0.25
134,37,84417716.26,Kolkata,Current,2023-02-09,1206,0.086,False,52433.62,61309.93,996238.78,19,1,0.05263157894736842
135,66,29070558.67,Pune,Current,2025-10-06,236,0.08,True,67989.52,83359.17,1563758.98,23,4,0.17391304347826086
136,46,18635493.47,Bangalore,Current,2025-02-16,468,0.084,True,46152.88,67326.01,1015363.27,22,3,0.13636363636363635
137,31,1136970904.76,Bangalore,Current,2021-05-28,1828,0.05,True,95681.67,71671.6,1435224.99,15,2,0.13333333333333333
138,18,157919321.37,Delhi,Current,2025-05-06,389,0.225,True,46849.73,76398.83,983844.41,21,2,0.09523809523809523
139,63,102060597.37,Kolkata,Current,2025-10-20,222,0.02,True,30010.07,34004.2,600201.43,20,1,0.05
140,71,13298491.17,Hyderabad,Current,2018-01-15,3057,0.239,True,40418.58,61122.91,565860.08,14,0,0.0
141,51,164456340.26,Hyderabad,Premium,2017-06-16,3270,0.246,True,23877.5,32149.2,596937.43,25,3,0.12
142,38,50865550.83,Delhi,Current,2026-01-05,145,0.009,True,33822.86,56911.52,372051.51,11,2,0.18181818181818182
143,40,485967099.35,Bangalore,Premium,2024-07-23,676,0.212,True,25297.15,34273.39,379457.24,15,1,0.06666666666666667
144,19,87112206.43,Chennai,Current,2022-03-27,1525,0.233,True,44082.99,61175.23,969825.86,22,4,0.18181818181818182
145,47,39332879.66,Mumbai,Premium,2020-06-15,2175,0.228,True,37901.93,62742.65,909646.36,24,5,0.20833333333333334
146,73,237498672.81,Delhi,Current,2024-08-28,640,0.168,True,32169.06,56716.52,707719.42,22,0,0.0
147,31,86211420.81,Pune,Current,2024-08-13,655,0.065,False,24589.04,53446.74,713082.27,29,2,0.06896551724137931
148,75,595177178.25,Pune,Premium,2017-04-25,3322,0.368,True,9151.52,12703.94,237939.5,26,1,0.038461538461538464
149,38,88635567.55,Hyderabad,Current,2018-12-04,2734,0.05,True,35163.18,45161.66,843916.24,24,2,0.08333333333333333
150,59,48922342.76,Bangalore,Current,2022-08-19,1380,0.027,True,53860.35,85704.07,1184927.66,22,1,0.045454545454545456
151,29,256903847.96,Pune,Premium,2017-06-21,3265,0.19,True,41695.39,62070.36,958993.99,23,2,0.08695652173913043
152,19,43070288.82,Hyderabad,Premium,2025-09-15,257,0.308,True,57410.79,63648.12,1263037.44,22,4,0.18181818181818182
153,46,28171329.41,Bangalore,Premium,2020-11-02,2035,0.18,True,52203.88,44634.36,887465.99,17,7,0.4117647058823529
154,72,21785267.92,Mumbai,Premium,2018-02-07,3034,0.373,True,37986.09,59705.38,721735.63,19,3,0.15789473684210525
155,64,34704245.4,Delhi,Current,2020-07-16,2144,0.06,True,24402.62,17926.77,439247.18,18,1,0.05555555555555555
156,19,52744031.01,Mumbai,Current,2025-01-23,492,0.223,True,40514.17,50572.65,850797.61,21,2,0.09523809523809523
157,57,74955595.81,Pune,Premium,2016-08-22,3568,0.219,True,64217.49,79569.03,1284349.81,20,1,0.05
158,29,34979586.74,Chennai,Current,2017-09-22,3172,0.092,True,43948.58,45474.64,571331.59,13,1,0.07692307692307693
159,74,54536233.82,Chennai,Premium,2018-02-07,3034,0.373,True,50402.47,51990.68,907244.4,18,1,0.05555555555555555
160,54,21999904.35,Mumbai,Premium,2022-07-04,1426,0.175,True,77742.32,69913.51,1166134.79,15,1,0.06666666666666667
161,76,229508323.39,Delhi,Current,2020-11-03,2034,0.207,True,15212.42,15319.56,212973.81,14,0,0.0
162,32,55526330.59,Delhi,Current,2017-05-19,3298,0.092,True,43086.18,39763.77,861723.59,20,0,0.0
163,46,49860831.1,Mumbai,Current,2018-11-01,2767,0.083,True,18128.04,14350.74,453200.97,25,4,0.16
164,41,49903862.51,Chennai,Current,2026-01-29,121,0.008,True,60261.9,71208.55,1084714.13,18,2,0.1111111111111111
165,43,140154783.13,Mumbai,Current,2024-04-17,773,0.079,True,39604.76,58831.91,831699.99,21,2,0.09523809523809523
166,50,114486839.14,Kolkata,Premium,2025-01-26,489,0.173,True,15326.2,14983.62,337176.36,22,0,0.0
167,51,51501715.33,Kolkata,Premium,2020-06-29,2161,0.23,True,27461.57,33957.05,714000.88,26,1,0.038461538461538464
168,46,381697733.21,Mumbai,Current,2020-03-15,2267,0.048,True,51899.38,67210.98,830390.12,16,1,0.0625
169,61,113959452.34,Pune,Current,2017-12-28,3075,0.074,True,42006.45,43778.86,1050161.33,25,0,0.0
170,62,117246130.81,Pune,Current,2020-05-07,2214,0.03,True,41975.72,46098.88,1049393.11,25,3,0.12
171,65,48011174.63,Hyderabad,Current,2023-05-08,1118,0.068,False,60182.27,85291.44,1624921.33,27,11,0.4074074074074074
172,54,196294583.33,Ahmedabad,Current,2025-05-15,380,0.042,True,33972.36,63091.79,679447.23,20,1,0.05
173,41,24993392.95,Hyderabad,Premium,2020-02-25,2286,0.173,True,23977.84,33301.1,623423.8,26,0,0.0
174,71,61663400.41,Delhi,Current,2018-11-11,2757,0.173,True,30113.58,34391.67,572158.05,19,2,0.10526315789473684
175,58,33441994.97,Mumbai,Current,2018-12-27,2711,0.097,True,48513.7,55518.85,1115815.08,23,4,0.17391304347826086
176,37,421347515.6,Delhi,Current,2022-10-16,1322,0.04,True,36890.44,53781.98,700918.39,19,0,0.0
177,34,35195241.7,Mumbai,Current,2019-04-10,2607,0.054,True,31160.93,38889.47,841345.05,27,1,0.037037037037037035
178,54,71665095.19,Hyderabad,Premium,2019-10-13,2421,0.177,True,22502.83,26911.57,607576.33,27,1,0.037037037037037035
179,20,204575486.31,Bangalore,Premium,2019-11-16,2387,0.355,True,37842.22,47535.31,794686.57,21,1,0.047619047619047616
180,77,59914514.92,Delhi,Current,2024-09-26,611,0.222,True,44747.03,52266.27,850193.53,19,3,0.15789473684210525
181,54,35933785.08,Ahmedabad,Premium,2019-02-23,2653,0.2,True,11123.6,17604.02,278089.97,25,2,0.08
182,68,194664016.91,Bangalore,Current,2020-04-20,2231,0.068,True,82619.0,67677.8,1487142.0,18,0,0.0
183,50,261064782.56,Mumbai,Premium,2022-07-03,1427,0.237,True,63379.59,77650.06,1204212.15,19,2,0.10526315789473684
184,62,95341660.8,Pune,Premium,2017-05-25,3292,0.212,True,25787.94,33775.46,644698.47,25,1,0.04
185,22,142387221.28,Kolkata,Current,2022-03-15,1537,0.224,True,59128.42,71684.13,1419081.96,24,2,0.08333333333333333
186,19,183023703.21,Ahmedabad,Current,2026-03-12,79,0.301,True,36720.84,54473.82,697695.88,19,2,0.10526315789473684
187,44,54836707.15,Bangalore,Premium,2021-04-16,1870,0.204,True,61948.69,89872.51,929230.35,15,5,0.3333333333333333
188,36,295671066.28,Kolkata,Current,2020-07-28,2132,0.096,True,23484.96,39234.7,540154.11,23,1,0.043478260869565216
189,32,113874598.45,Pune,Current,2021-02-19,1926,0.071,True,82194.9,87510.98,1808287.73,22,3,0.13636363636363635
190,71,55075155.54,Delhi,Premium,2023-04-12,1144,0.305,False,21960.06,42486.81,483121.38,22,2,0.09090909090909091
191,64,104074526.47,Bangalore,Premium,2021-08-26,1738,0.152,True,11587.24,18172.95,266506.47,23,1,0.043478260869565216
192,64,61471388.94,Delhi,Premium,2024-07-28,671,0.218,True,35781.49,60316.24,930318.78,26,1,0.038461538461538464
193,51,51102509.25,Chennai,Current,2023-11-28,914,0.079,True,20782.5,30638.55,457214.91,22,2,0.09090909090909091
194,49,13104571.61,Bangalore,Premium,2024-01-04,877,0.215,True,28718.3,39851.42,1120013.59,39,2,0.05128205128205128
195,79,72411521.81,Pune,Current,2019-05-28,2559,0.214,True,57586.17,48714.51,1209309.57,21,4,0.19047619047619047
196,22,150340696.71,Kolkata,Current,2016-12-19,3449,0.239,True,66901.8,74367.46,1471839.53,22,5,0.22727272727272727
197,52,23134408.77,Ahmedabad,Premium,2019-08-21,2474,0.197,True,47899.12,67664.65,1053780.65,22,12,0.5454545454545454
198,42,516593554.74,Pune,Premium,2017-03-26,3352,0.227,True,42477.62,47681.68,679642.0,16,2,0.125
199,24,55155552.62,Pune,Premium,2025-06-13,351,0.348,True,18211.97,28409.2,400663.33,22,0,0.0
200,79,75011915.6,Mumbai,Current,2021-03-21,1896,0.17,True,35197.96,39835.3,563167.43,16,0,0.0
201,39,81176910.27,Ahmedabad,Current,2018-10-03,2796,0.046,True,55702.46,68137.53,1058346.78,19,4,0.21052631578947367
202,47,33137657.8,Ahmedabad,Current,2019-07-20,2506,0.06,True,60052.84,73356.16,2041796.46,34,2,0.058823529411764705
203,42,75088228.83,Ahmedabad,Current,2021-11-07,1665,0.099,True,23004.5,35542.51,460090.07,20,2,0.1
204,71,47637387.63,Ahmedabad,Premium,2020-01-01,2341,0.356,True,33767.24,56360.12,844181.12,25,6,0.24
205,50,42264111.22,Pune,Current,2018-11-02,2766,0.008,True,41652.47,52204.0,791396.9,19,2,0.10526315789473684
206,55,32559011.2,Delhi,Premium,2023-05-22,1104,0.23,True,27622.08,37893.24,414331.19,15,1,0.06666666666666667
207,61,113506259.25,Kolkata,Current,2022-11-03,1304,0.094,True,56165.66,70736.08,1291810.16,23,3,0.13043478260869565
208,58,341023594.63,Pune,Premium,2019-11-21,2382,0.221,True,11936.48,12482.1,190983.64,16,0,0.0
209,64,466920951.0,Mumbai,Current,2017-10-18,3146,0.064,True,40615.21,53330.34,893534.71,22,0,0.0
210,31,55191253.18,Chennai,Current,2022-09-30,1338,0.025,True,21375.24,34261.75,491630.47,23,8,0.34782608695652173
211,68,67084030.08,Delhi,Premium,2020-01-17,2325,0.2,True,58831.35,67677.99,1353121.03,23,0,0.0
212,36,34744619.26,Bangalore,Premium,2018-05-10,2942,0.247,True,20838.19,22239.0,375087.46,18,0,0.0
213,68,42006266.04,Chennai,Premium,2022-02-17,1563,0.223,True,25344.34,40086.53,430853.73,17,4,0.23529411764705882
214,54,18013010.04,Ahmedabad,Current,2021-07-18,1777,0.099,True,17451.28,19240.19,471184.65,27,3,0.1111111111111111
215,68,134639567.27,Delhi,Current,2016-07-22,3599,0.087,True,56274.62,86908.9,1350590.96,24,3,0.125
216,56,37222527.77,Hyderabad,Current,2025-10-02,240,0.091,True,14412.59,16387.62,273839.25,19,1,0.05263157894736842
217,35,33680098.03,Kolkata,Premium,2017-04-26,3321,0.241,True,27466.92,39634.43,466937.58,17,1,0.058823529411764705
218,31,223382946.55,Chennai,Current,2024-06-09,720,0.085,True,35543.12,49320.94,781948.69,22,0,0.0
219,71,301751457.32,Pune,Current,2022-05-16,1475,0.209,True,7090.72,7829.66,155995.89,22,1,0.045454545454545456
220,42,16666665.13,Kolkata,Current,2023-09-20,983,0.066,True,30830.57,43074.51,709103.13,23,4,0.17391304347826086
221,29,47659995.33,Pune,Current,2022-01-09,1602,0.007,True,46950.12,56373.68,1361553.35,29,3,0.10344827586206896
222,46,65265868.85,Hyderabad,Premium,2023-06-05,1090,0.193,True,61128.92,90166.12,1161449.57,19,4,0.21052631578947367
223,29,123140134.72,Chennai,Current,2019-05-10,2577,0.074,True,44048.18,50715.44,1189300.81,27,2,0.07407407407407407
224,66,123080493.2,Kolkata,Premium,2024-04-26,764,0.209,True,11330.11,16723.04,294582.92,26,3,0.11538461538461539
225,76,46959426.61,Chennai,Current,2017-07-06,3250,0.244,True,39766.91,34189.31,556736.73,14,1,0.07142857142857142
226,52,47938137.57,Mumbai,Premium,2020-04-23,2228,0.182,True,20106.9,29316.99,542886.33,27,0,0.0
