card_id,customer_id,card_type,credit_limit,status
5f250d62-53f7-450e-8b38-9d6257d41cd2,36,Debit,31159126.44,Active
a702ed45-a28f-43e8-9ed6-09bad30e7562,37,Credit,164080586.75,Active
6c04228f-0386-4e2a-859e-2ed57f6ebc17,38,Debit,50255179.8,Active
b7bdea67-7330-4dc1-8f17-5f31b569b8c0,39,Debit,31265033.11,Active
ec4177c6-d260-4f1e-9cbd-0f431860026b,39,Credit,75780141.76,Active
8fec03ad-3f3c-4401-8caf-c0903d46d622,40,Debit,33893406.38,Active
40867b75-0001-4d83-8069-0d7630e366bd,41,Debit,36685396.85,Active
fa1d594b-ecf1-4990-9fe7-d14b2a0a4bb2,42,Credit,34900313.89,Active
78c60dcb-8f43-46c0-9bc6-3b7dfe9ed351,43,Debit,66606606.28,Active
e8d325bc-5697-4124-813d-0909faa0cf1c,44,Credit,107229485.01,Active
71fd330b-4482-4ac0-83a7-48551f6b8a4f,44,Credit,84145892.58,Active
cfc57189-1f56-456b-b1bc-33a8857d0ee8,45,Debit,28093387.58,Active
cbc6ed06-0a6d-4370-86fd-569bd779e820,45,Debit,28093387.58,Active
fe8839d1-b3fe-45b3-85a6-a58dffa9ab7a,46,Debit,36323331.38,Blocked
319ac7d0-cee9-4cd2-8458-e4f01c8d8c7a,47,Debit,172886764.17,Active
ca59acd3-96c6-4dd2-b111-4314354748c2,47,Credit,397733641.68,Active
53a6e80d-f17a-4211-bcfe-c7c2c400408c,48,Credit,25233989.69,Compromised
270c7e26-5157-4681-ab40-8cf1444e8412,49,Debit,17891980.4,Active
e1616d74-0cf7-40c5-8648-a01255107e29,50,Credit,57738117.88,Active
ec789cfb-9385-4b81-8dc7-e65f917b1add,51,Credit,147936421.27,Active
112677f3-b022-48fc-b1c6-9a4c99de2dc6,51,Debit,43790394.0,Active
28f29275-c58b-4a65-9aad-80283110d514,52,Debit,55469840.06,Active
2778313c-2d9a-40b4-bf71-fbb69ade5a7d,53,Credit,86686976.03,Active
d63edf10-435b-4722-9f14-1f4bb3621c76,53,Debit,33138914.1,Active
d02e9f2d-d606-471a-abb4-e15a061fd5e7,54,Debit,80312111.21,Active
f42a8f0f-9dd0-4c29-afb1-cdb9e20bd95c,55,Debit,100442438.45,Active
866d8fe1-c70c-489a-82a2-52531dc81a38,56,Credit,172415950.05,Active
e7484eac-44be-4145-8864-3d20d94b88ff,56,Debit,53724362.16,Active
fe8af996-66f8-4909-b33c-11d55b3653f5,57,Debit,28536945.58,Blocked
34866201-683a-4783-8e1f-922e2ec83091,58,Credit,164754630.94,Active
f4baa42e-c84d-44f0-9ebb-ba5487ace049,59,Debit,29289863.78,Active
1c57763b-31fd-420f-af76-c6504f86e6f3,60,Debit,44418681.1,Active
2562a8e8-e710-41f6-8018-869aac55269b,61,Credit,246009453.48,Active
5bb54b26-6a76-454f-9342-5399c53fa13b,61,Debit,78676183.35,Active
d18b96d1-1933-4ae1-93bc-c25de78aa838,62,Debit,66363948.16,Active
37f766c7-b1d3-4319-a87f-9991a541af00,63,Debit,450964665.93,Blocked
725dc1e5-dbf9-4b92-bed7-909fa3bfdefd,64,Debit,91605092.89,Active
c2d7ed5b-be14-4ae4-8e3c-5e3aac0147fc,64,Debit,91605092.89,Active
3e684fd3-2ff8-4f23-a3c7-1c5a1ab7215c,65,Debit,104822537.35,Active
94ec4564-6c7c-487d-a890-97ed263596ff,65,Debit,104822537.35,Active
5a971a69-d0bc-4c9a-9a87-ef16b336c125,66,Debit,27146397.8,Active
764a6a03-2b19-49f3-a9c4-cdbc17c15ca6,66,Debit,27146397.8,Blocked
c6317ada-024b-40b3-ac7f-8d37a9a7046e,67,Debit,74424404.62,Active
f11772f8-9176-4706-9195-274c094e1401,68,Debit,39009723.75,Active
bc01405d-3e4b-49dd-b4b7-3db364b0875c,68,Debit,39009723.75,Active
75384878-e615-4d5c-8a8a-4d4b63d141ae,69,Credit,91771693.74,Active
32d3420d-4a81-4594-9868-1f5da0fa140e,69,Credit,97804086.42,Active
77e99dd3-8919-4834-85bc-22daa3707ebb,70,Debit,153263605.66,Active
2abd1492-cbe8-4670-92e5-175528dd5125,70,Credit,672325278.25,Active
69d3ace9-f1e4-4c84-a740-9070267ced77,71,Debit,76532785.3,Active
003cc1fe-22a2-496b-b7f8-4337f3a14ffa,72,Debit,386522570.2,Blocked
f781ad13-eee6-48ac-a9bb-0402748b42c6,73,Debit,84081293.06,Active
98f67724-72e2-4f2c-8673-274b3cdbc0e7,73,Debit,84081293.06,Compromised
b14b39ea-bde2-4c45-a3d7-cfdb27acb02c,74,Debit,241239846.16,Active
8619d759-faa7-4b49-a55e-1d4722580f08,75,Credit,78070553.22,Active
453feac5-66ab-4419-9176-d248f9b9d5bd,75,Debit,40890295.8,Active
91026532-cd42-4ff8-8e47-5c2ebf44095b,76,Credit,264492761.49,Active
83fba520-d042-464f-9526-10c7e6abd7a1,76,Credit,306520076.31,Active
6b974a21-cca5-45f4-a752-b4f21a3ce64a,77,Credit,183015122.44,Active
fdf4c9a1-e5aa-4f81-bffd-6e137f07dc94,78,Debit,70448831.05,Active
27135341-c343-462b-82ca-d11209f488f5,78,Debit,70448831.05,Active
6d243a0f-bc1b-48a1-ae9d-945862cc0e36,79,Credit,31641035.91,Active
4baced8e-2520-4fd7-af66-b3c37b7da5f1,80,Debit,174004704.59,Active
0006f7bb-feed-4e78-9d49-317ce925b546,80,Debit,174004704.59,Active
94c8c327-98ff-4684-8d1a-d8f4ed21b7cc,81,Credit,403605059.22,Active
4d400f9d-5c1f-4e0d-89dc-7ee79de828aa,81,Debit,122757673.39,Active
d630de2f-4325-4ae8-acfa-7885396207f2,82,Debit,33107785.18,Active
03e9a2fe-41da-43fd-b7be-b171dda9ba0b,82,Debit,33107785.18,Active
862d91f1-51ff-417c-923b-3d62236561bf,83,Debit,36742126.99,Active
18245079-7a12-45f4-985e-1823f6ad4e80,84,Credit,102577083.72,Active
678390a9-7995-4f2c-8cbb-5fb5dafb771e,85,Debit,17252328.16,Active
92b9c9df-e147-4074-99a4-1423dfc79b6e,86,Debit,54076313.17,Active
15481d0a-095c-410c-adfc-1eeb073772ea,87,Debit,72606109.97,Active
c046522a-551d-4dcb-8daa-4952e68e9700,87,Debit,72606109.97,Compromised
5c0e056f-ee02-499d-8082-e85a1b05a949,88,Debit,43326049.06,Compromised
e38198b3-90ad-4229-9bee-3d4b7bb57760,88,Debit,43326049.06,Active
a12ded6d-334e-4912-b8af-6ac664d0238d,89,Debit,13881781.65,Active
1dd53843-4bab-49e3-a792-954b72f60afb,89,Debit,13881781.65,Active
0013a0fe-edb0-4e0c-8fe6-df494f1faccd,90,Debit,413464725.34,Active
1f8060c8-3806-4268-8a27-4227abc90eb6,90,Debit,413464725.34,Blocked
4ec6c7f0-927a-4826-8d4e-394d5d2daa62,91,Debit,38871845.19,Compromised
ab98dadb-9378-4b83-abb1-99fb9894927e,91,Debit,38871845.19,Active
9436964d-ec72-4833-91d1-48e9ed4ad01e,92,Debit,63240468.94,Active
042f65eb-7739-43a0-a557-7512ac957bb1,93,Debit,20253953.86,Active
213c0404-b953-4700-9687-5a4f9d5b1a0b,94,Debit,52546849.06,Active
ffa3d80e-02be-405c-9bea-899f69957b34,94,Credit,99531720.43,Active
ee07349d-d8fe-45cc-bcf0-88f6eff871a5,95,Credit,57973613.64,Active
8c5188a6-a135-4c51-9542-b6fc4a95aebf,96,Debit,111706501.63,Blocked
35c5b0ef-5086-4ee1-80bb-eb0c7a44c3e0,97,Credit,197399417.08,Active
7fbb2c3d-89f5-4e96-98eb-b998f339ae99,97,Credit,126057996.56,Blocked
b6b7dc85-d468-4a6a-8dc5-350429911385,98,Debit,27028258.67,Active
4b12d4c2-bb35-4d0d-881e-d7c1ab06949b,99,Credit,155426354.14,Active
05b3937b-5ef1-4ba4-afbd-066b358f2b38,99,Debit,65362089.89,Active
108043e9-7c2e-4668-91c8-d18a568199a9,100,Debit,21678904.88,Blocked
8eece047-2c80-41ea-8774-4524057f792e,100,Debit,21678904.88,Active
5763a8ce-2ca2-44c3-b58e-594939326095,101,Debit,20745795.3,Compromised
5630c13f-0277-4ac3-b527-6dad5078dc87,102,Credit,128546184.22,Active
5213ff7c-4a39-4332-a4cd-4d9b535678e5,103,Debit,30108226.33,Active
15b69b01-c23a-473c-8b2b-856a6d438542,104,Debit,101324078.66,Active
9ca2a940-0bb0-41f4-986b-bbb10773c9a9,105,Debit,34652081.44,Active
b1d66497-d49d-4829-8341-e82bbd9fb0d0,106,Debit,21046638.06,Active
0a4daff5-05b4-4465-821c-1cce9951f3c3,107,Debit,246432601.28,Active
7d649cc1-c7d8-4812-9432-99e9cdba170f,108,Debit,146242238.98,Active
aabfa21f-35eb-43b7-9142-7fb2cc04233d,108,Credit,657918467.41,Active
bbb6b22d-23ad-4411-994f-4787bcabcb25,109,Debit,57595841.78,Active
b6a21f8c-0c9e-4a98-b48e-f43c4d9988b0,109,Credit,201282188.87,Blocked
ed24d23d-da23-44e8-ad8e-bb4b32e3fd75,110,Credit,88634237.34,Active
32e26852-4e1d-45aa-8563-a35119f54e03,111,Debit,129970313.13,Active
00892486-9368-4c8b-aafe-3bfbc2277251,112,Debit,128959247.85,Active
3df6efc4-cadf-4bcc-a1d5-b977c811aad5,112,Debit,128959247.85,Active
2e738164-452e-4b2c-b4b2-b2047ac97fe1,113,Debit,51419153.28,Active
d9c62cf4-7db4-468d-812c-b9a747e5b9eb,113,Debit,51419153.28,Active
2d2a3b7c-9d45-46a8-b66d-31f342e6eaac,114,Debit,57707245.1,Active
8ab0c62a-33a1-40d8-a0ab-df2792df79c6,114,Credit,140853088.0,Active
d32e9161-c11e-4ad8-96fd-55d328b62c37,115,Debit,239697809.37,Active
9d21f41c-9f72-4461-a335-3dc2eb98e2ef,115,Debit,239697809.37,Active
ff003e27-5550-4578-87fc-73a79432c3dd,116,Debit,216908266.46,Active
43b7733e-9865-47ea-ac0d-5392410c6ece,116,Debit,216908266.46,Active
f9b75c93-91bc-4ba4-a4fe-4780569accdc,117,Debit,159055558.15,Active
92b07de7-3377-4a6f-866f-6d73819fc7eb,118,Debit,63595476.87,Active
a218b54a-7f65-4d1e-b00d-7372026f68c8,118,Debit,63595476.87,Active
0f978a5a-1cbd-4b69-b9ca-f838676c83c0,119,Debit,81282797.84,Active
4fde15a1-e74d-437f-8ac8-e08610b2478e,120,Debit,64354718.32,Active
bb204c94-a67a-4359-84a7-5a89bc8b7a39,120,Debit,64354718.32,Active
c4b19188-268a-46db-baf3-16fc7548f91c,121,Debit,98238814.16,Active
d67ac356-3f81-407b-9ede-e4c27c957d66,122,Debit,30383765.29,Active
d2e5fade-5bd0-4046-968f-12d0c3cc0199,122,Debit,30383765.29,Active
bb0041b4-6e59-4df0-ad72-fa1460ddc07a,123,Debit,8375765.06,Active
06d9aede-1844-452c-b0ad-df3fbc0c3954,123,Debit,8375765.06,Active
953271c9-0766-4ccd-a0dc-1eee78babdb1,124,Debit,95647597.48,Active
851c4153-9ecc-4beb-8c51-0f1a97fbade5,125,Debit,14316684.43,Blocked
c3866d33-c40d-49a6-b5a2-3eb8e57482ae,126,Debit,27277531.03,Active
64cf9c8f-caaf-4cb0-b4b1-192e1af0356c,127,Debit,80397487.48,Active
488a3c79-be44-4c07-ad64-d76529e0822e,128,Debit,368920253.03,Active
0de6839a-d764-492f-98b4-35df3cafb96e,129,Debit,48479724.3,Active
bd6c8151-8b95-414b-b29c-09729671ad3d,129,Debit,48479724.3,Active
41093c4e-2be5-4919-b484-a1742d66c1e5,130,Debit,20277008.84,Compromised
9ead3528-7dc3-4941-a442-c0720ea6a21e,131,Debit,123559063.25,Active
80c05296-edd9-47ae-a7e5-d80fa72af895,131,Debit,123559063.25,Blocked
d3c7dc81-3650-44d4-b79a-d902ed6d2369,132,Debit,248398685.6,Active
b2454d97-8033-417d-9f1e-2065f477d698,133,Debit,25485741.02,Blocked
4f5f526c-20b9-4c07-ab48-b6352800ed8b,134,Debit,67534173.01,Active
74d47522-edbd-46cc-8ee1-6bf3c9041bf0,134,Debit,67534173.01,Active
4cb77545-e26c-4a66-a563-75eabae13a9c,135,Debit,23256446.94,Active
06e0756f-66c9-4824-8777-d1220a27debb,136,Debit,14908394.78,Active
5cd347cf-55eb-498f-b11e-10fcf8e78657,137,Debit,909576723.81,Active
506e4a08-da25-4f7f-9b4f-cd77122f6b42,137,Debit,909576723.81,Active
0e1e2461-de64-4bab-bc42-62125eab6fa9,138,Debit,126335457.1,Active
6c570bfb-2f28-4fc3-bceb-30a17bb1e432,139,Debit,81648477.9,Active
fd8dabc4-36b4-474e-a8ef-2b1d651a9d64,140,Debit,10638792.94,Active
af62ea43-e0f4-4f1c-aab3-c6851e774b2e,140,Debit,10638792.94,Active
ae4fa142-992e-4167-b1d9-8c263619ab37,141,Debit,131565072.21,Active
f60afd94-ee5b-479e-b5fa-14cc6f2928c9,142,Debit,40692440.66,Active
8626af46-ea67-4529-ad34-e1cdf5e3e39a,143,Debit,388773679.48,Active
e2004b4e-aee7-47ef-81ec-0c3ea3da36aa,144,Debit,69689765.14,Active
e45d4978-a8ea-4fb6-88c9-e41d185f9549,145,Credit,152897514.16,Blocked
f1a8cb4d-d8c5-4885-b138-5626afecb086,146,Debit,189998938.25,Active
047ff46e-a2c6-4351-a820-ea63636e33ae,146,Debit,189998938.25,Active
745a973a-c734-41ec-b53a-52aa76257a99,147,Credit,238839539.7,Active
5c6039dd-fa2d-4b9e-a7ce-7c9837161a5a,147,Debit,68969136.65,Active
b6710ca3-796f-4049-813f-778882882b3f,148,Debit,476141742.6,Active
485b3dc2-139a-48c4-8f68-7b47bdc4d3b8,149,Credit,272129689.86,Active
51728909-1ae9-417d-836b-ea2d26b92707,150,Credit,155957561.79,Active
247d0a9a-cc94-4dfe-a342-a2e6f1b15b9d,151,Credit,406046397.1,Active
2fed89b0-a075-498a-9b9f-7b0bddac2fed,152,Debit,34456231.06,Active
a62332d3-a8c5-4418-afab-29bb7abc3f81,153,Debit,22537063.53,Compromised
1210bfcc-7307-46c2-9324-a04229a11234,154,Credit,56574283.21,Active
6e89f586-3b12-4c49-9c60-a9a06e901fe6,154,Debit,17428214.34,Active
91b1e578-82f2-4802-a455-0589b1dc9a40,155,Debit,27763396.32,Active
f5afd1f6-e2ad-422d-b531-8113d1b0963f,156,Credit,82368202.37,Active
bb7e3b85-f1b2-40b1-a6d7-c231bcc6cb4f,157,Debit,59964476.65,Active
9c26738f-d1a6-4ae8-b000-372787f47770,157,Credit,292753707.05,Active
c7a5fdf8-f079-4838-93bb-e4fdccdd5706,158,Debit,27983669.39,Active
9d8f1518-0bbf-41ba-ae56-5fd3cc641a11,159,Debit,43628987.06,Active
13c5420a-ac89-4e2e-beaa-33a50139581f,159,Debit,43628987.06,Active
6fdeb5e3-111d-4942-9cf3-320e587b2eff,160,Debit,17599923.48,Active
9d46a2e3-8a58-4bc9-9b54-f254c4393bb8,161,Debit,183606658.71,Active
417651ea-d64c-4172-b073-4298e613a574,162,Debit,44421064.47,Active
c0f24249-25c6-4176-adb6-3e421d9de6d1,163,Debit,39888664.88,Active
6034bf26-5781-4670-bc4d-8b45f431caff,164,Debit,39923090.01,Active
5b17a2ad-0543-4a56-8d8d-f42947bd871d,165,Credit,217744424.34,Active
ce3b0fe8-088a-4f8d-a6ea-db6489991905,166,Credit,219784017.71,Active
65eafe06-862a-4cff-bb31-e9bb7a73d054,166,Debit,91589471.31,Active
f9d288a5-fe83-42b1-bf67-f9de173ca429,167,Debit,41201372.26,Active
eead8de4-d6f8-44d0-a7d7-7f414f3555c1,167,Debit,41201372.26,Active
20bb76a9-dc97-4294-b25d-8565852a52ca,168,Credit,634253328.58,Active
09c4b463-b452-4058-8c87-50cd9b5f8273,168,Debit,305358186.57,Active
2cba82d3-5979-4214-8604-9ee1e2713314,169,Credit,286185347.91,Active
71c2fa9a-7dab-4e60-8c74-a668de24a75e,169,Debit,91167561.87,Active
db6e57a9-dcf0-49ec-b3cd-f4c8789069c2,170,Debit,93796904.65,Active
4eb4a789-ba8b-4d60-8ed1-1a7d37617374,171,Debit,38408939.7,Compromised
585a613e-7bc3-470e-8ba1-05a1205a93a3,172,Debit,157035666.66,Active
3f494e10-ec3c-473c-867a-ed861815a4c5,172,Debit,157035666.66,Active
f2595299-a73e-47fd-bf70-fb85a93a10c8,173,Credit,75966952.5,Active
24c19e1f-0a99-4041-9985-a237add68dcb,174,Credit,236155821.55,Active
5774031b-4ef3-44f5-8620-8928773807d5,175,Debit,26753595.98,Active
d6c0271e-a337-47db-ba9e-fbb44a91a212,176,Debit,337078012.48,Active
f4086c4a-cd4b-4895-831d-5025af7ae393,176,Debit,337078012.48,Active
2cf8e86f-e987-4eb8-ab3c-beb6f14886e8,177,Debit,28156193.36,Active
fd00ad15-777f-4a9f-95da-75b8f8a462ff,177,Debit,28156193.36,Active
d39910f9-20b8-4ca8-b2a0-3cb27b5222e0,178,Debit,57332076.15,Active
f5149733-0829-41c6-93d7-834f7e177d87,179,Debit,163660389.05,Active
cbde4fcd-d10c-4fa4-8abe-08c032e6b828,180,Debit,47931611.94,Active
28939b2e-beaa-49ed-af58-9ed00cb4ac13,180,Debit,47931611.94,Active
388fbe89-da5f-432f-b6c0-0b477f098a36,181,Debit,28747028.06,Active
e09e410c-2fa4-4040-ab68-9ea43cc6c133,182,Debit,155731213.53,Active
cb91a8a5-968f-4dbc-893d-e08d0b211cca,183,Debit,208851826.05,Active
11e21161-4eee-4699-ae3a-50658472964a,183,Debit,208851826.05,Active
b223c7e1-46b8-47b3-8cea-58dc8a92e116,184,Debit,76273328.64,Active
45baa9c3-cf13-450e-9f07-af17f87f48f3,185,Debit,113909777.02,Active
00cf6a0f-027f-40ff-9613-158d1e881663,186,Credit,569314172.17,Active
0b8da278-2955-44de-88d3-a13204f27333,187,Debit,43869365.72,Compromised
025b4c2e-1008-4854-ae56-a50470151835,187,Credit,123018440.74,Active
2d69410d-9d88-472a-a911-981fbfc5eb97,188,Debit,236536853.02,Active
489c3494-0482-487a-9291-c96aa462e660,189,Debit,91099678.76,Active
cc699488-5aad-42e9-ac29-a09e5eed91a9,190,Credit,148218700.27,Active
8850f6c2-32cd-4b3d-a4df-f6d6582363b3,190,Debit,44060124.43,Active
ff11571a-65a2-4974-85bb-4d6f9da927db,191,Debit,83259621.18,Active
33588438-9ba6-4fcf-9467-47b44135205d,191,Credit,408473151.66,Active
9632a53f-812a-4f0b-ae78-a131861984af,192,Debit,49177111.15,Active
c4f98f19-6634-4c42-bab8-c1a1a6018aef,192,Debit,49177111.15,Active
3e6897a8-036e-4db6-9f2f-27103bc8bc1f,193,Debit,40882007.4,Active
ee4f9d3f-98fe-453c-9d55-9c2c76bd8faa,194,Debit,10483657.29,Active
1d71ee2d-f352-42d7-9485-936e7124cb0d,195,Debit,57929217.45,Active
8e5d91bc-edfb-41e7-b22d-244763c663bf,196,Debit,120272557.37,Active
c86d5898-06bf-4783-bcda-db7992fd2239,196,Debit,120272557.37,Active
98ea11cb-aad4-42cc-84e0-ee13e505d2da,197,Debit,18507527.02,Compromised
83397359-8104-4fe3-b30d-a005284dd832,198,Debit,413274843.79,Active
ddc7d998-888c-4e89-af7c-883363c3441d,198,Debit,413274843.79,Active
f8fca0f3-2b4a-4b1e-93dc-1d97bd6f131d,199,Credit,108122811.87,Active
eb4f424d-b901-4c0d-95a4-b73b667ee82d,199,Debit,44124442.1,Active
243d20f2-5eee-40e0-b58f-f3eee174b0c3,200,Debit,60009532.48,Active
1c1cc25b-0a39-4789-83bd-4203e61dbf83,201,Debit,64941528.22,Blocked
d6e1e304-ede3-4cd1-930f-2058a2c94eed,202,Credit,127039241.56,Active
24e7bee4-6a34-428e-8a9c-6cf61391dd71,202,Credit,106868217.07,Active
359d4c40-b422-44e9-b07f-026c98db7f87,203,Debit,60070583.06,Active
751c3011-c8ff-4f74-be85-632483259410,203,Debit,60070583.06,Active
dd8728a4-a969-4e25-8257-4c3420bfbe67,204,Credit,106112681.5,Active
138b9229-6380-4d26-9b72-4b2470356ddd,205,Credit,98797555.39,Active
11919b25-dcc2-4f75-9d72-79d791cea9ae,206,Debit,26047208.96,Active
b26c7b36-221e-48b3-9185-c8da91cf3403,206,Debit,26047208.96,Active
c00f8727-0d2a-4a3f-9a73-534b0706b4ce,207,Debit,90805007.4,Active
49ecb91b-caa8-4bea-bd8b-92a3897598ca,207,Debit,90805007.4,Active
4beadec3-982d-4c09-aacd-30f163b76bd7,208,Debit,272818875.7,Active
135abda3-a598-4e9d-a7a8-00c0413cf777,208,Debit,272818875.7,Active
efed4de4-78fb-45fd-a623-e637734cf3be,209,Debit,373536760.8,Active
1993e62c-b885-4fc7-9dfa-9216cc32554d,210,Debit,44153002.54,Compromised
84d6c824-7bcc-4854-a69e-a6ccb388d301,211,Credit,131238425.27,Active
3367485d-a4e1-4792-9085-97d34444c99a,212,Debit,27795695.41,Active
d19c5bd0-de39-45e8-aec9-0bf0f39ac602,212,Debit,27795695.41,Active
0d665382-8b2a-403b-b334-1f1a1e6938b6,213,Debit,33605012.83,Active
4f1269d3-769f-4183-92bd-b4343f9a8125,214,Debit,14410408.03,Active
efa4b147-7a38-4ed1-9a2f-896d8b8dee78,215,Debit,107711653.82,Active
8c3520c9-9f4f-4c81-9791-5265f4d05273,216,Debit,29778022.22,Active
c1c186f9-c9ef-404c-b02d-7ddc4c8f2d58,216,Debit,29778022.22,Active
a8332188-d694-4c89-9743-048549c3301c,217,Debit,26944078.42,Active
bd30693a-c59e-4a8a-98fd-1331ae24bbfa,217,Credit,95247215.7,Active
a6cdb488-66dc-429b-9e52-b196d8bc0051,218,Debit,178706357.24,Active
92e19537-adba-44d4-ae59-e8e17ed20a75,219,Debit,241401165.86,Active
7397b555-c817-4767-9d6a-1a9bc16a9a0d,220,Debit,13333332.1,Blocked
e69a1439-abd2-459e-a01a-14bc385a56fa,220,Debit,13333332.1,Active
2cb1b9c1-af57-4b6d-8d58-6ab8b5681ae2,221,Debit,38127996.26,Active
8a8c851e-98ac-43f3-9e25-bd10950ff929,221,Debit,38127996.26,Active
555ae225-0508-41f6-8d0f-fc43b43c3689,222,Credit,187925055.18,Active
090bcc91-b308-47c0-b8e3-8e3b165bda96,223,Debit,98512107.78,Active
215fbad2-8adb-408a-b0a6-af00b7ff2351,224,Debit,98464394.56,Active
a31ce98f-e48a-4dba-a77f-7be63d6b5d51,224,Debit,98464394.56,Active
13b9fbe2-6e8f-4d9d-9287-28312d9e0e98,225,Credit,100650720.44,Active
2b6b095b-51d5-4175-a17c-af21eaef3789,226,Debit,38350510.06,Active
a152fbbf-71dd-4645-b441-6617793dff51,227,Debit,67958537.36,Active
4584925d-06b1-44e7-9a5f-c3197ce9c11e,227,Credit,187319713.5,Active
1668e4a0-fe39-4597-8411-1189bdcdf4b3,228,Credit,151514630.9,Active
cf09ad36-c980-4cc1-8dab-6b779b544524,229,Debit,26973092.46,Active
708df9e6-ca77-4362-bd3c-11b12078a2be,230,Credit,2698378828.41,Active
55e462e6-3db8-4e06-a889-f85240335692,231,Credit,155271078.08,Active
7d7fefd6-844a-4599-8de1-8d871e6d160b,232,Debit,79943437.47,Active
f85621fe-3f2d-409e-854e-5bf8ac704a4b,233,Credit,104263175.82,Active
