transaction_id,customer_id,amount,merchant,channel,device_type,transaction_time,location,is_fraud,fraud_score,hour,day_of_week,distance_from_home
88,1508,21736.18,Cryptocurrency,NetBanking,Android,2024-02-01 23:43:00,Mumbai,0,12,23,3,0
89,288,12550.54,Gaming,UPI,Android,2024-08-09 16:41:00,Ahmedabad,0,9,16,4,0
90,191,9637.07,Entertainment,UPI,Android,2024-09-02 15:29:00,Bangalore,0,6,15,0,0
91,1085,1699.67,Groceries,UPI,Web,2024-03-11 06:08:00,Bangalore,0,2,6,0,0
92,305,115104.28,Travel,Card,Android,2024-11-20 14:25:00,Hyderabad,0,8,14,2,0
93,1803,1466.79,Food Delivery,UPI,iPhone,2024-01-23 11:17:00,Ahmedabad,0,0,11,1,0
94,57,2908.21,Restaurant,Card,Web,2024-03-08 05:34:00,Bangalore,0,6,5,4,0
95,955,32409.81,Education,NetBanking,Android,2024-11-17 14:43:00,Ahmedabad,0,6,14,6,0
96,713,2068.22,Food Delivery,UPI,Android,2024-01-04 12:16:00,Kolkata,0,0,12,3,0
97,571,23252.23,Electronics,UPI,Android,2024-12-25 16:57:00,Hyderabad,0,6,16,2,0
98,1564,8131.85,Gaming,UPI,iPhone,2024-07-29 18:33:00,Pune,0,12,18,0,100
99,1439,114080.19,Cryptocurrency,NetBanking,iPhone,2024-01-31 20:12:00,Delhi,0,12,20,2,0
100,688,37391.69,Healthcare,UPI,Web,2024-02-08 08:37:00,Pune,0,8,8,3,0
101,145,765.62,Food Delivery,UPI,Android,2024-01-30 11:53:00,Mumbai,0,4,11,1,0
102,1198,52350.21,Education,Card,iPhone,2024-03-01 13:24:00,Delhi,1,8,13,4,0
103,460,56454.33,Shopping Mall,Card,Web,2024-01-09 10:43:00,Hyderabad,0,6,10,1,0
104,29,61752.45,Education,NetBanking,iPhone,2024-02-19 16:35:00,Mumbai,0,6,16,0,0
105,654,211374.53,Cryptocurrency,NetBanking,Web,2024-03-07 22:33:00,Hyderabad,1,12,22,3,0
106,675,16076.1,Education,Card,Android,2024-08-01 01:04:00,Hyderabad,0,10,1,3,0
107,928,21379.38,Gaming,Card,iPhone,2024-08-23 06:26:00,Ahmedabad,1,17,6,4,0
109,1625,26908.18,Travel,Card,Web,2024-09-22 09:43:00,Hyderabad,0,14,9,6,0
110,901,938.77,Restaurant,UPI,Android,2024-12-22 14:43:00,Pune,0,2,14,6,0
111,1621,3085.8,Groceries,UPI,Web,2024-10-16 18:21:00,Hyderabad,0,9,18,2,100
112,75,13952.92,Restaurant,Card,Android,2024-12-17 16:46:00,Bangalore,0,6,16,1,0
113,1165,153486.12,Electronics,NetBanking,Android,2024-09-25 14:15:00,Bangalore,1,6,14,2,0
114,1099,21542.64,Education,UPI,Android,2024-07-16 11:50:00,Bangalore,0,6,11,1,0
115,1035,5015.68,Groceries,UPI,Web,2024-09-16 12:53:00,Chennai,0,4,12,0,0
116,174,13905.6,Restaurant,Card,Web,2024-03-27 02:11:00,Delhi,1,10,2,2,0
117,894,83616.24,Travel,UPI,Web,2024-03-02 18:14:00,Delhi,0,8,18,5,0
118,1953,19508.1,Gaming,NetBanking,Android,2024-11-09 15:08:00,Hyderabad,0,9,15,5,0
119,997,3989.13,Groceries,UPI,Android,2024-11-24 04:02:00,Pune,0,11,4,6,100
120,1825,13319.67,Gaming,UPI,Android,2024-11-30 14:24:00,Hyderabad,0,9,14,5,0
122,1252,2894.01,Restaurant,UPI,Android,2024-12-07 12:59:00,Chennai,0,0,12,5,0
124,1357,9876.23,Education,Card,Android,2024-12-24 07:00:00,Chennai,0,6,7,1,0
125,1191,5698.42,Restaurant,Card,iPhone,2024-02-01 18:31:00,Mumbai,0,4,18,3,0
126,1417,11057.72,Restaurant,NetBanking,Android,2024-08-20 17:45:00,Mumbai,0,6,17,1,0
127,101,68699.7,Education,NetBanking,iPhone,2024-01-18 09:57:00,Mumbai,0,14,9,3,0
128,612,66639.21,Shopping Mall,NetBanking,iPhone,2024-06-18 17:31:00,Hyderabad,0,6,17,1,0
129,220,29094.75,Healthcare,Card,Android,2024-08-19 11:04:00,Kolkata,1,10,11,0,0
130,468,2603.43,Fuel,UPI,iPhone,2024-07-20 09:56:00,Bangalore,0,0,9,5,0
131,615,12785.39,Education,UPI,Android,2024-05-27 21:32:00,Mumbai,0,6,21,0,0
132,1272,115743.51,Electronics,Card,Android,2024-03-15 19:56:00,Hyderabad,0,6,19,4,0
133,1554,39017.14,Healthcare,UPI,iPhone,2024-04-06 17:40:00,Hyderabad,0,6,17,5,0
134,1483,29731.49,Shopping Mall,NetBanking,Web,2024-06-06 04:28:00,Mumbai,0,18,4,3,0
135,1356,4608.39,Travel,Card,Android,2024-05-08 17:03:00,Mumbai,0,4,17,2,0
136,1695,188.0,Food Delivery,UPI,iPhone,2024-09-14 08:34:00,Ahmedabad,0,0,8,5,0
137,1990,79997.66,Travel,UPI,Web,2024-02-29 19:56:00,Ahmedabad,1,11,19,3,100
139,643,61475.96,Shopping Mall,UPI,iPhone,2024-06-23 13:04:00,Hyderabad,0,6,13,6,0
140,1802,25757.12,Travel,Card,iPhone,2024-09-25 19:34:00,Mumbai,0,8,19,2,0
142,1144,5369.72,Entertainment,UPI,Android,2024-09-04 07:23:00,Bangalore,1,4,7,2,0
143,36,19645.48,Shopping Mall,UPI,iPhone,2024-03-28 18:14:00,Pune,0,6,18,3,0
144,654,4466.76,Fuel,Card,Web,2024-03-23 12:58:00,Hyderabad,0,0,12,5,0
147,289,2341.12,Education,UPI,Web,2024-10-03 19:20:00,Mumbai,0,4,19,3,0
149,1964,22986.55,Travel,UPI,iPhone,2024-03-22 18:22:00,Delhi,0,8,18,4,0
150,306,6856.8,Groceries,UPI,Android,2024-03-22 10:49:00,Pune,0,4,10,4,0
151,1436,34573.04,Healthcare,Card,Web,2024-03-23 03:28:00,Ahmedabad,1,10,3,5,0
152,1061,93168.81,Travel,Card,iPhone,2024-06-05 03:46:00,Mumbai,0,12,3,2,0
153,796,37161.34,Healthcare,Card,iPhone,2024-09-24 21:01:00,Chennai,0,6,21,1,0
154,1390,82856.41,Electronics,UPI,Web,2024-08-20 00:23:00,Pune,1,10,0,1,0
155,156,84245.29,Cryptocurrency,NetBanking,iPhone,2024-10-26 14:27:00,Mumbai,1,12,14,5,0
156,1508,87939.37,Cryptocurrency,NetBanking,iPhone,2024-04-10 16:45:00,Mumbai,0,12,16,2,0
157,626,4561.62,Groceries,UPI,iPhone,2024-10-17 17:02:00,Ahmedabad,0,2,17,3,0
158,122,95258.94,Travel,Card,iPhone,2024-11-22 22:29:00,Hyderabad,0,8,22,4,0
159,1265,15456.38,Gaming,UPI,Web,2024-11-01 14:29:00,Chennai,0,11,14,4,0
160,1495,44438.87,Shopping Mall,UPI,Android,2024-09-18 16:21:00,Bangalore,0,6,16,2,0
161,854,6056.7,Fuel,NetBanking,Android,2024-04-19 14:45:00,Hyderabad,0,4,14,4,0
162,1641,5807.52,Groceries,UPI,iPhone,2024-05-23 04:31:00,Ahmedabad,1,8,4,3,0
163,1293,5939.39,Groceries,UPI,Android,2024-12-04 16:53:00,Ahmedabad,0,4,16,2,0
164,619,6809.22,Healthcare,UPI,Android,2024-08-09 12:20:00,Delhi,0,4,12,4,0
165,1690,17912.7,Restaurant,UPI,Web,2024-09-08 15:16:00,Mumbai,1,6,15,6,0
166,1569,5651.08,Fuel,Card,Web,2024-06-03 08:28:00,Kolkata,0,4,8,0,0
167,342,2640.77,Restaurant,NetBanking,Android,2024-05-12 17:11:00,Hyderabad,0,0,17,6,0
168,1034,4208.1,Travel,Card,iPhone,2024-05-03 21:01:00,Chennai,0,4,21,4,0
169,1543,14434.54,Shopping Mall,Card,Web,2024-03-05 18:48:00,Bangalore,0,6,18,1,0
170,518,15639.35,Restaurant,NetBanking,iPhone,2024-06-06 16:50:00,Mumbai,0,6,16,3,0
171,141,60211.64,Education,Card,iPhone,2024-06-27 14:50:00,Hyderabad,0,6,14,3,0
172,1129,93066.48,Travel,Card,iPhone,2024-11-05 15:51:00,Chennai,0,8,15,1,0
173,1707,3056.69,Groceries,UPI,Android,2024-12-25 10:42:00,Mumbai,0,4,10,2,0
174,472,62944.7,Education,Card,Web,2024-03-22 09:49:00,Hyderabad,0,6,9,4,0
175,205,5005.74,Education,UPI,Web,2024-05-09 17:25:00,Pune,0,4,17,3,0
176,348,4111.79,Restaurant,Card,Android,2024-02-12 03:54:00,Bangalore,1,10,3,0,0
177,61,24093.25,Gaming,Card,Android,2024-03-22 11:09:00,Ahmedabad,0,9,11,4,0
178,564,6735.44,Groceries,Card,iPhone,2024-04-03 16:20:00,Mumbai,0,4,16,2,0
180,1551,95905.0,Cryptocurrency,NetBanking,Web,2024-01-27 18:50:00,Hyderabad,1,12,18,5,0
181,829,31273.09,Healthcare,UPI,Web,2024-07-18 17:20:00,Mumbai,0,6,17,3,0
182,300,669.81,Food Delivery,UPI,Web,2024-03-16 11:13:00,Chennai,0,0,11,5,0
183,1171,7549.74,Entertainment,NetBanking,Web,2024-07-26 19:11:00,Chennai,0,4,19,4,0
184,900,2027.37,Groceries,Card,Android,2024-04-29 17:10:00,Ahmedabad,0,2,17,0,0
185,1420,1544.78,Food Delivery,UPI,Web,2024-11-16 18:52:00,Mumbai,0,2,18,5,0
186,1142,21091.86,Education,Card,iPhone,2024-09-30 12:53:00,Mumbai,0,6,12,0,0
187,1064,25312.51,Healthcare,Card,iPhone,2024-05-16 21:51:00,Chennai,0,6,21,3,0
188,546,6516.21,Groceries,UPI,Web,2024-03-09 09:30:00,Bangalore,0,4,9,5,0
189,1333,2599.69,Food Delivery,UPI,Web,2024-01-27 16:14:00,Bangalore,0,0,16,5,0
190,1905,1150.94,Food Delivery,Card,iPhone,2024-07-07 19:32:00,Pune,0,0,19,6,0
192,50,6817.68,Fuel,NetBanking,iPhone,2024-10-04 14:18:00,Delhi,0,4,14,4,0
193,147,2033.43,Gaming,Card,Android,2024-08-09 18:55:00,Pune,0,3,18,4,0
194,1683,56020.12,Travel,UPI,Web,2024-07-23 14:30:00,Kolkata,1,8,14,1,0
195,1054,2999.15,Fuel,UPI,Android,2024-03-18 07:21:00,Chennai,0,0,7,0,0
196,795,157438.4,Cryptocurrency,NetBanking,iPhone,2024-10-31 22:49:00,Ahmedabad,0,12,22,3,0
197,1299,65308.57,Education,Card,iPhone,2024-10-26 20:55:00,Bangalore,0,6,20,5,0
198,419,1499.75,Groceries,Card,iPhone,2024-09-07 20:31:00,Hyderabad,0,0,20,5,0
199,1400,41469.67,Healthcare,UPI,Web,2024-02-17 16:37:00,Bangalore,0,9,16,5,100
200,405,4918.88,Fuel,Card,iPhone,2024-09-20 22:41:00,Hyderabad,0,2,22,4,0
201,1726,20835.54,Restaurant,Card,Web,2024-10-31 23:15:00,Kolkata,0,6,23,3,0
202,428,6432.7,Groceries,UPI,Web,2024-09-15 06:53:00,Hyderabad,0,6,6,6,0
203,386,15200.15,Healthcare,UPI,iPhone,2024-02-08 20:00:00,Bangalore,0,6,20,3,0
204,1122,10243.63,Entertainment,UPI,Android,2024-09-09 16:33:00,Kolkata,0,6,16,0,0
205,1796,6040.94,Groceries,UPI,Android,2024-05-08 18:34:00,Mumbai,0,0,18,2,0
206,1057,18239.33,Healthcare,UPI,iPhone,2024-10-18 17:05:00,Kolkata,0,6,17,4,0
207,791,190997.03,Electronics,NetBanking,Android,2024-11-19 10:50:00,Hyderabad,0,6,10,1,0
208,786,57801.08,Travel,NetBanking,iPhone,2024-04-24 11:07:00,Chennai,0,11,11,2,100
209,312,203817.45,Cryptocurrency,NetBanking,iPhone,2024-10-14 14:46:00,Pune,0,15,14,0,100
210,233,2347.2,Entertainment,UPI,Web,2024-05-25 20:20:00,Hyderabad,0,0,20,5,0
211,968,28150.43,Healthcare,Card,Web,2024-10-01 23:54:00,Pune,0,6,23,1,0
212,401,80936.63,Cryptocurrency,NetBanking,iPhone,2024-11-15 10:14:00,Bangalore,1,15,10,4,100
213,814,3809.11,Groceries,UPI,Android,2024-02-29 07:04:00,Chennai,0,2,7,3,0
214,1,2286.42,Entertainment,NetBanking,iPhone,2024-02-11 20:01:00,Kolkata,0,0,20,6,0
216,457,5086.28,Entertainment,NetBanking,iPhone,2024-07-18 14:16:00,Delhi,0,4,14,3,0
217,1405,31190.92,Shopping Mall,NetBanking,Web,2024-04-08 13:48:00,Kolkata,0,6,13,0,0
220,1301,4505.84,Entertainment,Card,Android,2024-06-16 10:10:00,Hyderabad,0,6,10,6,0
221,629,1400.63,Restaurant,UPI,Web,2024-01-08 12:25:00,Pune,0,0,12,0,0
222,786,2689.12,Fuel,UPI,Android,2024-08-25 08:09:00,Delhi,0,0,8,6,0
223,837,39237.0,Healthcare,Card,iPhone,2024-01-01 09:39:00,Hyderabad,0,6,9,0,0
224,1377,36413.1,Shopping Mall,UPI,iPhone,2024-03-14 16:34:00,Hyderabad,0,6,16,3,0
225,364,17569.3,Education,Card,iPhone,2024-12-30 17:16:00,Mumbai,0,6,17,0,0
226,90,5484.66,Entertainment,Card,Android,2024-07-19 11:43:00,Bangalore,0,4,11,4,0
227,211,86756.74,Electronics,UPI,Android,2024-08-24 16:18:00,Delhi,0,6,16,5,0
228,1037,44874.26,Education,Card,Android,2024-11-02 12:30:00,Delhi,0,6,12,5,0
229,1667,59053.24,Education,UPI,Android,2024-05-26 18:32:00,Kolkata,0,9,18,6,100
230,1878,40007.87,Travel,UPI,iPhone,2024-12-30 19:55:00,Hyderabad,0,8,19,0,0
231,15,82406.36,Travel,Card,Web,2024-02-03 19:00:00,Kolkata,0,8,19,5,0
232,1814,20809.89,Gaming,Card,Android,2024-02-24 17:35:00,Bangalore,0,9,17,5,0
233,60,25023.55,Healthcare,UPI,Web,2024-12-04 16:02:00,Chennai,0,6,16,2,0
234,894,11982.88,Shopping Mall,Card,Android,2024-01-13 11:15:00,Delhi,0,0,11,5,0
235,819,40871.51,Shopping Mall,UPI,Android,2024-12-06 23:59:00,Bangalore,0,6,23,4,0
236,1769,7666.37,Fuel,NetBanking,Android,2024-03-26 12:45:00,Kolkata,0,7,12,1,100
239,890,44555.07,Education,Card,Android,2024-02-03 20:28:00,Ahmedabad,0,6,20,5,0
240,1703,28123.76,Shopping Mall,Card,Android,2024-01-31 14:30:00,Ahmedabad,0,6,14,2,0
241,474,19388.56,Education,Card,iPhone,2024-03-17 08:02:00,Mumbai,0,6,8,6,0
242,349,1723.09,Food Delivery,UPI,iPhone,2024-08-03 10:29:00,Ahmedabad,0,0,10,5,0
243,1823,6736.81,Restaurant,Card,Web,2024-06-11 10:40:00,Mumbai,0,6,10,1,0
244,1632,26068.57,Travel,UPI,Web,2024-03-27 05:36:00,Hyderabad,1,10,5,2,0
245,1202,1245.39,Healthcare,UPI,Android,2024-09-27 16:23:00,Hyderabad,0,0,16,4,0
247,1917,117675.22,Travel,UPI,Web,2024-08-14 18:52:00,Pune,0,8,18,2,0
248,1626,49756.6,Shopping Mall,Card,iPhone,2024-07-16 19:39:00,Kolkata,0,6,19,1,0
249,1547,7880.86,Fuel,UPI,Android,2024-04-11 11:04:00,Kolkata,0,9,11,3,100
250,1122,1522.55,Gaming,UPI,Web,2024-10-04 12:21:00,Kolkata,0,3,12,4,0
251,421,52723.33,Shopping Mall,UPI,iPhone,2024-03-29 13:26:00,Ahmedabad,0,6,13,4,0
252,1226,2389.42,Food Delivery,UPI,Android,2024-04-01 19:52:00,Bangalore,0,8,19,0,0
253,388,2943.42,Fuel,NetBanking,Web,2024-11-26 20:09:00,Chennai,0,0,20,1,0
254,380,6508.65,Fuel,NetBanking,Web,2024-03-02 22:18:00,Hyderabad,0,4,22,5,0
255,1940,10462.61,Entertainment,Card,Web,2024-06-03 17:38:00,Delhi,0,11,17,0,100
256,1736,754.43,Gaming,Card,iPhone,2024-10-11 06:13:00,Ahmedabad,0,5,6,4,0
257,1392,6331.68,Fuel,Card,Web,2024-06-22 09:32:00,Delhi,1,4,9,5,0
258,1936,1443.48,Shopping Mall,UPI,Android,2024-08-09 09:05:00,Kolkata,0,4,9,4,0
259,449,8774.97,Electronics,UPI,Android,2024-07-03 19:49:00,Chennai,1,15,19,2,100
260,1619,5738.17,Gaming,Card,Android,2024-11-25 13:27:00,Chennai,0,7,13,0,0
261,1294,32243.15,Travel,UPI,Android,2024-11-08 05:25:00,Kolkata,1,10,5,4,0
262,1031,64210.33,Electronics,UPI,Android,2024-12-27 03:23:00,Kolkata,0,10,3,4,0
263,1307,28305.75,Shopping Mall,Card,iPhone,2024-08-23 13:48:00,Pune,0,6,13,4,0
264,1652,3166.01,Entertainment,Card,iPhone,2024-01-15 21:44:00,Hyderabad,0,2,21,0,0
265,32,2006.84,Entertainment,UPI,Android,2024-01-13 08:24:00,Mumbai,0,0,8,5,0
266,362,3047.7,Entertainment,UPI,Android,2024-03-22 12:15:00,Kolkata,0,4,12,4,0
267,624,150050.52,Electronics,UPI,Web,2024-02-12 19:26:00,Bangalore,0,6,19,0,0
268,1143,5829.25,Entertainment,UPI,iPhone,2024-05-09 17:50:00,Bangalore,0,4,17,3,0
269,1270,3662.45,Groceries,Card,iPhone,2024-03-10 09:03:00,Mumbai,0,2,9,6,0
270,582,1200.39,Groceries,Card,Android,2024-10-27 13:30:00,Delhi,1,0,13,6,0
271,1977,207793.76,Cryptocurrency,NetBanking,Android,2024-11-27 12:49:00,Hyderabad,1,12,12,2,0
272,824,26080.64,Gaming,NetBanking,Web,2024-11-11 19:00:00,Delhi,0,13,19,0,0
273,579,13598.06,Education,Card,Android,2024-03-12 08:38:00,Delhi,1,6,8,1,0
274,1776,5088.4,Groceries,Card,Web,2024-04-29 20:56:00,Ahmedabad,0,4,20,0,0
275,1675,22536.31,Gaming,UPI,Web,2024-05-28 19:02:00,Kolkata,0,9,19,1,0
276,531,4815.51,Groceries,UPI,iPhone,2024-01-04 14:05:00,Kolkata,0,2,14,3,0
277,1575,20895.01,Travel,NetBanking,Android,2024-03-24 17:26:00,Kolkata,0,10,17,6,0
278,1587,14847.12,Restaurant,Card,iPhone,2024-05-01 19:06:00,Delhi,0,6,19,2,0
279,521,14373.57,Travel,Card,Web,2024-01-24 19:43:00,Chennai,0,8,19,2,0
281,1526,1582.41,Food Delivery,UPI,Android,2024-05-08 19:31:00,Bangalore,0,0,19,2,0
282,1514,19437.08,Restaurant,UPI,Android,2024-04-04 19:47:00,Pune,0,6,19,3,0
283,721,114427.08,Cryptocurrency,NetBanking,Android,2024-11-17 13:09:00,Mumbai,1,12,13,6,0
284,57,124555.71,Travel,Card,Android,2024-09-15 16:46:00,Bangalore,0,12,16,6,0
285,918,1491.02,Groceries,UPI,Android,2024-05-29 21:23:00,Delhi,0,0,21,2,0
286,1869,7373.02,Electronics,UPI,Web,2024-11-08 10:14:00,Mumbai,0,4,10,4,0
287,1854,31304.18,Cryptocurrency,NetBanking,Web,2024-01-12 16:10:00,Pune,1,12,16,4,0
288,1589,1132.21,Gaming,UPI,Android,2024-10-03 18:20:00,Delhi,0,3,18,3,0
289,1468,21632.32,Electronics,Card,iPhone,2024-08-04 17:21:00,Ahmedabad,0,6,17,6,0
290,1754,15825.01,Restaurant,UPI,Web,2024-03-23 09:02:00,Hyderabad,0,6,9,5,0
291,1451,1082.48,Groceries,UPI,Android,2024-03-17 11:02:00,Pune,0,0,11,6,0
292,251,166920.41,Electronics,NetBanking,iPhone,2024-07-23 20:25:00,Ahmedabad,0,6,20,1,0
293,297,3972.86,Gaming,UPI,iPhone,2024-07-31 15:37:00,Kolkata,0,7,15,2,0
294,112,43455.37,Shopping Mall,UPI,Android,2024-02-23 15:45:00,Pune,0,6,15,4,0
295,1242,42012.76,Travel,NetBanking,iPhone,2024-05-09 09:11:00,Bangalore,0,8,9,3,0
297,1254,8240.9,Entertainment,NetBanking,iPhone,2024-09-19 07:07:00,Kolkata,0,6,7,3,0
298,328,5725.63,Fuel,UPI,Android,2024-03-23 20:37:00,Ahmedabad,1,4,20,5,0
